lemma,rank,translation,english_definition,original_lemma,pos
encina,32630,holm oak; live oak; evergreen oak,noun,encina,n
falsificó,32631,to falsify,verb,falsificar,v
felinos,32632,given name,noun,felino,n
furgonetas,32633,van,noun,furgoneta,n
gremiales,32634,labor union,adjective,gremial,adj
hawaiana,32635,female equivalent of hawaiano,adjective,hawaiano,adj
házlo,32636,bundle,,házlo,none
ingeniosos,32637,ingenious; resourceful; artful; clever; inventive,adjective,ingenioso,adj
intercepción,32638,interception,noun,intercepción,n
inventas,32639,invention,verb,inventar,v
jirones,32640,rag,noun,jirón,n
limpiaremos,32641,to clean,verb,limpiar,v
paradigmas,32642,paradigm,noun,paradigma,n
rancia,32643,rancid,adjective,rancio,adj
ridiculez,32644,ridiculousness,noun,ridiculez,n
sinnúmero,32645,huge number,noun,sinnúmero,n
subversiva,32646,subversive,adjective,subversivo,adj
suscribir,32647,to subscribe,verb,suscribir,v
tentativas,32648,attempt; trial; experiment,noun,tentativa,n
terciario,32649,tertiary,noun,terciario,n
vehemente,32650,vehement,adjective,vehemente,adj
veredas,32651,path; lane,noun,vereda,n
acertadamente,32652,aptly,adverb,acertadamente,adv
acorazada,32653,armoured; armored,adjective,acorazado,adj
altamirano,32654,Altamirano,proper noun,Altamirano,prop
atestiguar,32655,to attest; to testify,verb,atestiguar,v
atmosférico,32656,atmospheric,adjective,atmosférico,adj
bajadas,32657,drop; descent,noun,bajada,n
bastarda,32658,bastard,adjective,bastardo,adj
beneficiaría,32659,to benefit,verb,beneficiar,v
ceramista,32660,potter,noun,ceramista,n
deidades,32661,deity,noun,deidad,n
desembolso,32662,expenditure; outlay,noun,desembolso,n
desfase,32663,mismatch; difference; gap,noun,desfase,n
diurno,32664,diurnal,adjective,diurno,adj
donativo,32665,donation,noun,donativo,n
enclaves,32666,enclave,noun,enclave,n
engañarlo,32667,to trick; to deceive; to hoodwink; to cheat,verb,engañar,v
escondites,32668,hiding place,noun,escondite,n
especula,32669,to speculate; conjecture,verb,especular,v
fiarse,32670,to guarantee,verb,fiar,v
hache,32671,letter: h,noun,hache,n
hebrón,32672,Hebron,proper noun,Hebrón,prop
importadores,32673,importing,noun,importador,n
interactivo,32674,interactive,adjective,interactivo,adj
lamentaciones,32675,Lamentations,noun,lamentación,n
metódico,32676,methodical,adjective,metódico,adj
miercoles,32677,Wednesday,noun,miércoles,n
nen,32678,neither... nor,conjunction,ni,conj
nodo,32679,node,noun,nodo,n
paracaidismo,32680,parachuting; skydiving,noun,paracaidismo,n
patéticas,32681,pathetic,adjective,patético,adj
penetrando,32682,to penetrate,verb,penetrar,v
proverbial,32683,proverbial,adjective,proverbial,adj
refrigerio,32684,pleasant sensation of coolness when one is hot,noun,refrigerio,n
reguero,32685,trickle,noun,reguero,n
renegados,32686,renegade,noun,renegado,n
resquicio,32687,the opening between the door and doorjamb,noun,resquicio,n
shanghái,32688,Shanghai,proper noun,Shanghái,prop
sonámbula,32689,somnambulist; sleepwalker,noun,sonámbulo,n
staff,32690,staff,noun,staff,n
thai,32691,Thai,noun,thai,n
trillones,32692,quintillion,noun,trillón,n
vasallo,32693,vassal; serving,noun,vasallo,n
vedado,32694,banned; forbidden,noun,vedado,n
vulva,32695,vulva,noun,vulva,n
zacarías,32696,Zechariah,proper noun,Zacarías,prop
abordan,32697,to address; to broach; to approach; to discuss; to touch on,verb,abordar,v
aduaneros,32698,customs,adjective,aduanero,adj
agradará,32699,to please; to agree with,verb,agradar,v
amateurs,32700,amateurish; amateur,adjective,amateur,adj
aumentaría,32701,to increase; grow,verb,aumentar,v
betancourt,32702,surname,proper noun,Betancourt,prop
bélicos,32703,military; war; warlike,adjective,bélico,adj
chon,32704,underpants; panties,noun,chon,n
colmado,32705,full; complete; copious,adjective,colmado,adj
comprendería,32706,to understand; to comprehend,verb,comprender,v
contagia,32707,infection; contagion,verb,contagiar,v
contingencias,32708,contingency,noun,contingencia,n
custodiado,32709,to guard,verb,custodiar,v
cándida,32710,given name,proper noun,Cándida,prop
dependo,32711,to depend; to be subject to,verb,depender,v
descompresión,32712,decompression,noun,descompresión,n
diagnóstica,32713,diagnostic,adjective,diagnóstico,adj
dior,32714,dior,,dior,none
disfrutaré,32715,to enjoy,verb,disfrutar,v
escollo,32716,reef; shoal,noun,escollo,n
escondían,32717,to hide,verb,esconder,v
estrellar,32718,to smash; shatter,verb,estrellar,v
experimentamos,32719,to experiment,verb,experimentar,v
factorial,32720,factorial,adjective,factorial,adj
finura,32721,fineness,noun,finura,n
flanagan,32722,flanagan,,flanagan,none
fobias,32723,phobia,noun,fobia,n
fructífera,32724,fructiferous,adjective,fructífero,adj
guárdame,32725,guard; ward; keeper,verb,guardar,v
intercambiado,32726,to interchange; to exchange,verb,intercambiar,v
loable,32727,laudable,adjective,loable,adj
maga,32728,female magician; female conjurer,noun,maga,n
mezclamos,32729,to mix,verb,mezclar,v
mísero,32730,unfortunate; poor; wretched; pitiful,adjective,mísero,adj
negaban,32731,to deny,verb,negar,v
nintendo,32732,a Nintendo,noun,nintendo,n
nórdicos,32733,Norse,adjective,nórdico,adj
pombo,32734,pombo,,pombo,none
preguntaremos,32735,to ask,verb,preguntar,v
preámbulos,32736,preamble,noun,preámbulo,n
provocativa,32737,provocative,adjective,provocativo,adj
racionalizar,32738,to rationalize,verb,racionalizar,v
remolcador,32739,tugboat; towboat,noun,remolcador,n
roer,32740,to gnaw,verb,roer,v
sami,32741,Sami,,,
sigiloso,32742,sneaking; stealthy,adjective,sigiloso,adj
titulados,32743,titled,adjective,titulado,adj
torreón,32744,tower,noun,torreón,n
valoró,32745,to value; appreciate,verb,valorar,v
vaquera,32746,cowgirl,adjective,vaquero,adj
vasito,32747,small glass,noun,vasito,n
vivamente,32748,livelily,adverb,vivamente,adv
volarán,32749,to fly; to fly away,verb,volar,v
ánimas,32750,soul,noun,ánima,n
acomodó,32751,job; position,verb,acomodar,v
alegraba,32752,to make happy,verb,alegrar,v
aligerar,32753,to hasten,verb,aligerar,v
armonizar,32754,to harmonize,verb,armonizar,v
aseguraban,32755,to secure (to make fast,verb,asegurar,v
autostop,32756,hitchhiking; hitch-hiking; hitching; thumbing a ride,noun,autostop,n
cervicales,32757,cervical,adjective,cervical,adj
cienfuegos,32758,A province; Cuba,proper noun,Cienfuegos,prop
contamina,32759,to contaminate,verb,contaminar,v
contarse,32760,to count,verb,contar,v
controlará,32761,to control; to rein in,verb,controlar,v
desmoronarse,32762,to erode; to crumble,verb,desmoronar,v
dudosos,32763,doubtful,adjective,dudoso,adj
elevaron,32764,to elevate,verb,elevar,v
empedernido,32765,hardened; inveterate,adjective,empedernido,adj
empujarme,32766,to push; to shove; to jostle,verb,empujar,v
ene,32767,a huge amount of; lots of; many,noun,ene,n
enfatiza,32768,to emphasize,verb,enfatizar,v
engancha,32769,to hook,verb,enganchar,v
equivocando,32770,to mistake; mix up,verb,equivocar,v
esperame,32771,wait,verb,esperar,v
evolucionaron,32772,to evolve; develop,verb,evolucionar,v
fondue,32773,fondue,noun,fondue,n
gangsters,32774,gangster,noun,gángster,n
indagando,32775,to investigate,verb,indagar,v
licuado,32776,smoothie,noun,licuado,n
maniquíes,32777,mannequin; dummy,noun,maniquí,n
molestaste,32778,to bother; to disturb; to trouble; to impose; to inconvenience; to burden,verb,molestar,v
pateo,32779,stomp,noun,pateo,n
peluquín,32780,a type of wig with curls and a pigtail; once commonly used,noun,peluquín,n
pepito,32781,a small sandwich with meat,proper noun,Pepito,prop
pesando,32782,to weigh,verb,pesar,v
polisario,32783,of the Frente Polisario,adjective,polisario,adj
purificar,32784,to purify,verb,purificar,v
rabiosa,32785,rabid,adjective,rabioso,adj
refugió,32786,refuge,verb,refugiar,v
revertido,32787,to revert,verb,revertir,v
riñas,32788,fight; struggle,noun,riña,n
saboteador,32789,saboteur,noun,saboteador,n
siestas,32790,siesta,noun,siesta,n
sudamericanos,32791,South American,adjective,sudamericano,adj
tico,32792,Costa Rican,adjective,tico,adj
torrejón,32793,surname,proper noun,Torrejón,prop
adjuntos,32794,attached,adjective,adjunto,adj
anhelaba,32795,to long for; to yearn; to yearn for; to long; to desire; to hanker,verb,anhelar,v
argelinos,32796,Algerian,adjective,argelino,adj
blasco,32797,surname,proper noun,Blasco,prop
chismosa,32798,nosy,adjective,chismoso,adj
consellería,32799,ministry,,consellería,none
copla,32800,couplet,noun,copla,n
declinar,32801,to decline,verb,declinar,v
discretas,32802,discrete,adjective,discreto,adj
disfuncional,32803,dysfunctional,adjective,disfuncional,adj
electrocardiograma,32804,electrocardiogram,noun,electrocardiograma,n
escolaridad,32805,schooling,noun,escolaridad,n
exáctamente,32806,exactly,,exáctamente,none
fallaré,32807,to fail,verb,fallar,v
grulla,32808,crane,noun,grulla,n
góngora,32809,surname,proper noun,Góngora,prop
ideario,32810,ideology; principles,noun,ideario,n
indianápolis,32811,Indianapolis,proper noun,Indianápolis,prop
iniciarán,32812,to begin,verb,iniciar,v
moscoso,32813,personal day,proper noun,Moscoso,prop
natividad,32814,nativity or birth,proper noun,Natividad,prop
negrura,32815,blackness,noun,negrura,n
nocivo,32816,noxious,adjective,nocivo,adj
pegaban,32817,to stick,verb,pegar,v
periféricas,32818,peripheral,adjective,periférico,adj
petulante,32819,posing; self-proud; conceited,adjective,petulante,adj
pollitos,32820,young chicken,noun,pollito,n
porotos,32821,bean,noun,poroto,n
protagónico,32822,leading; starring,adjective,protagónico,adj
razona,32823,to reason,verb,razonar,v
reflujo,32824,ebb,noun,reflujo,n
reproductiva,32825,reproductive,adjective,reproductivo,adj
ruegos,32826,plea; appeal,noun,ruego,n
santuarios,32827,sanctuary; shrine,noun,santuario,n
sebo,32828,sebum; suet,noun,sebo,n
sembró,32829,to plant,verb,sembrar,v
subteniente,32830,sublieutenant,noun,subteniente,n
sórdida,32831,sordid; sleazy; seamy; dirty,adjective,sórdido,adj
teresita,32832,given name,proper noun,Teresita,prop
unicornios,32833,unicorn,noun,unicornio,n
acb,32834,acb,proper noun,ACB,prop
admitiré,32835,to accept; to admit; to agree to; to concede,verb,admitir,v
alucinado,32836,gobsmacked; flabbergasted,verb,alucinar,v
antisemitismo,32837,anti-Semitism,noun,antisemitismo,n
austriacos,32838,Austrian,adjective,austriaco,adj
besaré,32839,to kiss,verb,besar,v
blasfemo,32840,blasphemous,adjective,blasfemo,adj
burda,32841,a lot; exaggerated,adjective,burdo,adj
calvicie,32842,baldness,noun,calvicie,n
cambiados,32843,changed,verb,cambiar,v
celuloide,32844,celluloid,noun,celuloide,n
comunicamos,32845,to communicate,verb,comunicar,v
confesarle,32846,to confess; to come clean about,verb,confesar,v
conjuntivitis,32847,conjunctivitis,noun,conjuntivitis,n
coronilla,32848,crown,noun,coronilla,n
crimea,32849,Crimea,proper noun,Crimea,prop
crustáceos,32850,crustacean,noun,crustáceo,n
depto,32851,apartment; flat,noun,depto,n
destrozadas,32852,wrecked; smashed; destroyed; torn; torn apart; crushed; ripped; shredded,adjective,destrozado,adj
exhibido,32853,to exhibit; to show,verb,exhibir,v
hallarla,32854,to find something; deliberately or not,verb,hallar,v
huecas,32855,hollow; empty,adjective,hueco,adj
investigaremos,32856,to investigate; to research,verb,investigar,v
lombardo,32857,Lombard,noun,lombardo,n
machacado,32858,knackered; exhausted,adjective,machacado,adj
manejarse,32859,to handle,verb,manejar,v
mechas,32860,wick; fuse,noun,mecha,n
mejoraría,32861,to make better; improve,verb,mejorar,v
novicia,32862,novice,noun,novicio,n
nutria,32863,otter,noun,nutria,n
pigmentos,32864,pigment,noun,pigmento,n
plinio,32865,Pliny,proper noun,Plinio,prop
relojero,32866,watchmaker; clockmaker,noun,relojero,n
retorcidos,32867,twisted,adjective,retorcido,adj
revisaba,32868,to revise,verb,revisar,v
revisor,32869,revising,noun,revisor,n
saturados,32870,saturated,adjective,saturado,adj
senegal,32871,Senegal,proper noun,Senegal,prop
tranquilizarme,32872,to calm; calm down,verb,tranquilizar,v
tócala,32873,kerchief; turban cloth,verb,tocar,v
volátiles,32874,volatile,adjective,volátil,adj
órale,32875,let's go; come on; hurry,verb,orar,v
amarrar,32876,to tie,verb,amarrar,v
avisan,32877,to tell; tip off; notify; inform,verb,avisar,v
bañaba,32878,to bathe (to clean a person by immersion in water or using water,verb,bañar,v
concertada,32879,concerted,verb,concertar,v
corrector,32880,corrective; correcting,noun,corrector,n
cántaro,32881,jug; jar,noun,cántaro,n
descansará,32882,to rest; relax,verb,descansar,v
esterlinas,32883,sterling,noun,esterlina,n
extingue,32884,to extinguish; to put out,verb,extinguir,v
fela,32885,to fellate,verb,felar,v
felicita,32886,given name,verb,felicitar,v
floristería,32887,flower shop; florist's shop,noun,floristería,n
fronterizas,32888,border,adjective,fronterizo,adj
gap,32889,gap,noun,gap,n
inquirió,32890,to inquire; to search,verb,inquirir,v
intuiciones,32891,intuition,noun,intuición,n
laberintos,32892,labyrinth; maze,noun,laberinto,n
mataros,32893,to kill; slay,verb,matar,v
molestarnos,32894,to bother; to disturb; to trouble; to impose; to inconvenience; to burden,verb,molestar,v
molestaron,32895,to bother; to disturb; to trouble; to impose; to inconvenience; to burden,verb,molestar,v
módem,32896,modem,noun,módem,n
obviar,32897,to avoid,verb,obviar,v
pequeñez,32898,smallness,noun,pequeñez,n
proporcionados,32899,proportionate,verb,proporcionar,v
referirme,32900,to report,verb,referir,v
reflexiva,32901,reflexive,adjective,reflexivo,adj
sostenes,32902,to hold; to hold up; to prop up; to sustain; to underpin,noun,sostén,n
terrón,32903,clod; clump of earth,noun,terrón,n
tócalo,32904,kerchief; turban cloth,verb,tocar,v
acechan,32905,to lurk; to lie in wait for; waylay; watch out for,verb,acechar,v
aparecida,32906,appeared,adjective,aparecido,adj
argumentan,32907,to argue,verb,argumentar,v
bañando,32908,to bathe (to clean a person by immersion in water or using water,verb,bañar,v
bostezo,32909,yawn,noun,bostezo,n
consumar,32910,to carry out; to commit; to perpetrate,verb,consumar,v
córcega,32911,{{transclude sense|es|Corsica}},proper noun,Córcega,prop
descendieron,32912,to descend,verb,descender,v
devolverles,32913,to return; refund; restore; give back; hand back; bring back; send back etc,verb,devolver,v
entregárselo,32914,to deliver; to hand over; to hand off,verb,entregar,v
faldero,32915,pertaining to the lap or skirt; skirting,adjective,faldero,adj
fantasear,32916,to fantasize,verb,fantasear,v
foie,32917,foie,noun,foie,n
galeno,32918,doc,noun,galeno,n
hermanastra,32919,female equivalent of hermanastro: stepsister; half-sister,noun,hermanastro,n
holgazanes,32920,loafing,noun,holgazán,n
humanoide,32921,humanoid,noun,humanoide,n
iberdrola,32922,iberdrola,,iberdrola,none
irreversibles,32923,irreversible,adjective,irreversible,adj
josema,32924,T-shirt,proper noun,Chema,prop
magníficamente,32925,magnificently,adverb,magníficamente,adv
merendar,32926,to have a snack; especially in the period between lunch and dinner,verb,merendar,v
move,32927,to move,,move,none
navy,32928,navy,noun,navy,n
notarán,32929,to note,verb,notar,v
peligrar,32930,to be in danger,verb,peligrar,v
prohibía,32931,to forbid; prohibit; enjoin,verb,prohibir,v
refractario,32932,fireproof,adjective,refractario,adj
regadera,32933,watering can,noun,regadera,n
reproducido,32934,to reproduce,verb,reproducir,v
romería,32935,a religious pilgrimage,noun,romería,n
vigilaban,32936,to watch over,verb,vigilar,v
volvéis,32937,to return; to revert; to get back,verb,volver,v
abatida,32938,abject; discouraged,adjective,abatido,adj
aberrante,32939,aberrant,adjective,aberrante,adj
acogieron,32940,to receive; welcome,verb,acoger,v
adivinaba,32941,to guess,verb,adivinar,v
afrodisíaco,32942,aphrodisiac,noun,afrodisíaco,n
agobio,32943,bother; annoyance,noun,agobio,n
atestado,32944,packed,noun,atestado,n
añadidura,32945,addition,noun,añadidura,n
cerditos,32946,piggy bank,noun,cerdito,n
colecciono,32947,to collect,verb,coleccionar,v
comportes,32948,comport; behavior,verb,comportar,v
coágulos,32949,clot,noun,coágulo,n
decorativos,32950,decorative,adjective,decorativo,adj
desvanecen,32951,to vanish,verb,desvanecer,v
ensimismado,32952,self-centered; self-absorbed,adjective,ensimismado,adj
escucharlas,32953,to listen to; to hear out,verb,escuchar,v
