rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
32542,triglicéridos,triglicérido,triglyceride (masculine plural),triglyceride (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
32548,aminoácido,aminoácido,amino acid,amino acid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32618,expandido,expandir,expanded,expanded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32619,expedido,expedir,issued,issued (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32658,desmedido,desmedido,excessive,excessive (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32673,interferido,interferir,interfered,interfered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32698,comidos,comido,having had lunch; having already eaten (masculine plural),having had lunch; having already eaten (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
32779,resumida,resumido,summarized (feminine singular),summarized (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
32797,aparecidos,aparecido,appeared (masculine plural),appeared (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
32847,adolorido,adolorido,aching; painful,aching; painful (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32964,malnacido,malnacido,ill-bred; disgusting; abominable,ill-bred; disgusting; abominable (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33000,entretenidos,entretenido,amusing; entertaining (masculine plural),amusing; entertaining (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
33108,demolido,demoler,demolished,demolished (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33124,retrocedido,retroceder,backed up,backed up (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33225,omitido,omitir,omited,omited (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33258,distendido,distendido,calm; relaxed,calm; relaxed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33282,retorcidas,retorcido,twisted (feminine plural),twisted (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
33304,frígida,frígido,frigid (feminine singular),frigid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
33367,solido,soler,I consolidate,I consolidate (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33626,ejido,ejido,a common; common land,a common; common land (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33653,revestido,revestir,decorated,decorated (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33656,sostenidos,sostenido,supported (masculine plural),supported (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
33680,enloquecidos,enloquecido,crazy; crazed (masculine plural),crazy; crazed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
33700,resumido,resumido,summarized,summarized (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33749,retraído,retraído,lonesome; withdrawn,lonesome; withdrawn (past participle masculine singular),yes,translation_changed,past_participle_detected,ído,accented_ido,masculine,singular,high,regular_ido_participle_match
33777,plácida,plácido,placid (feminine singular),placid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
33877,acogidos,acogido,houseguest (masculine plural),houseguest (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
33955,incumplido,incumplido,unfulfilled,unfulfilled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
33960,minusválido,minusválido,disabled; handicapped,disabled; handicapped (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
34109,híbrida,híbrido,hybrid (feminine singular),hybrid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
34113,introvertido,introvertido,introverted,introverted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
34130,restringidos,restringido,restricted (masculine plural),restricted (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
34152,desfavorecidos,desfavorecido,disadvantaged (masculine plural),disadvantaged (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
34179,recaídas,recaída,relapse (plural),relapse (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,ídas,accented_idas,feminine,plural,high,regular_ido_participle_match
34236,barrida,barrida,sweeping,sweeping (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
34296,desvalido,desvalido,helpless,helpless (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
34481,sórdidos,sórdido,seamy; dirty; sordid; sleazy (masculine plural),seamy; dirty; sordid; sleazy (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
