lemma,sentence,english_sentence
terapia,Puede que en la sesión de terapia.,Maybe in the therapy session.
emperador,El primer emperador de roma de hecho.,The first emperor of Rome in fact.
respira,Ahora estamos recogiendo aire que usted respira.,Now we're picking up air that you breathe.
actualidad,Así que tenemos un caso de actualidad.,So we have a current case.
instrucciones,Es muy importante que siga mis instrucciones.,It is very important that you follow my instructions.
celda,He estado en esa celda por años.,I've been in that cell for years.
excusa,Solo si tengo una excusa para ello.,Only if I have an excuse for it.
fracaso,Es el mayor fracaso de la historia.,It's the biggest failure in history.
conduce,Solo conduce cual es tu maldito problema.,Just drive what your fucking problem is.
sótano,Es en el sótano de una mujer.,It's in a woman's basement.
elemento,Por qué es un elemento anti partido.,Why it's an anti-party element.
oso,Se parece a un oso de peluche.,It looks like a teddy bear.
caro,Aviso que nos va a salir caro.,Notice it's going to be expensive.
ventanas,La única forma es por las ventanas.,The only way is through the windows.
mostró,Mostró una fotografía suya con el sr.,You showed a photograph of him with Mr.
histórico,Todos somos testigos de este hecho histórico.,We are all witnesses to this historic fact.
matarte,Vienen a matarte y no lo permitiré.,They're coming to kill you and I won't allow it.
lucas,Sabemos lo que le pasó a lucas.,We know what happened to Lucas.
reuniones,Sala de reuniones de la junta directiva.,Meeting room of the board of directors.
sigan,Me aseguraré de que no nos sigan.,I'll make sure they don't follow us.
infantil,Festival de la canción infantil de tve.,Festival de la canción infantil de tve.
labor,Labor internacional en materia de derechos humanos.,International human rights work.
filosofía,Dónde diablos está mi libro de filosofía.,Where the hell is my philosophy book?
complejo,La zona es un sistema muy complejo.,The area is a very complex system.
judíos,Es ese el mapa de los judíos.,That's the Jewish map.
temporal,Con suerte esto será una medida temporal.,Hopefully this will be a temporary measure.
guardar,Por qué ibas a guardar tus cosas.,Why would you keep your stuff?
aparecen,No ves cuántas tumbas aparecen cada noche.,You don't see how many graves appear every night.
perfil,Yo sólo he estado controlando tu perfil.,I've just been controlling your profile.
pene,Se supone que esto es un pene.,This is supposed to be a penis.
pánico,Te dicen que no entres en pánico.,They tell you not to panic.
levantar,No hay razón para levantar la voz.,There's no reason to raise your voice.
provincia,Ruta provincial en la provincia de misiones.,Provincial route in the province of missions.
escándalo,Bueno yo no estoy haciendo un escándalo.,"Well, I'm not making a fuss."
infancia,Venían de la protección de la infancia.,They came from child protection.
ensayo,No tengo tiempo para ensayo y error.,I don't have time for trial and error.
refugio,Así que ve a preparar el refugio.,So go prepare the shelter.
peces,Debo dar de comer a mis peces.,I must feed my fish.
seremos,Tú y yo seremos un gran equipo.,You and I will be a great team.
fundación,La fundación de becas lee young man.,The scholarship foundation reads young man.
bebés,No te molesta que bebés tengan bebés.,You don't mind babies having babies.
pagado,También deberías de haber pagado las flores.,"You should have paid for the flowers, too."
vernos,Podríamos vernos ahí antes de la fiesta.,We could meet there before the party.
renunciar,Me preguntó si estoy listo para renunciar.,He asked me if I'm ready to quit.
excepción,A excepción de este lugar de aquí.,Except for this place right here.
cocinar,Oh dios mío no va a cocinar.,"Oh, my God, he's not cooking."
ducha,No me iba a tomar una ducha.,I wasn't going to take a shower.
recompensa,No puedo mostrar mi cara sin recompensa.,I can't show my face without reward.
amanecer,Al amanecer creo que es el momento.,"At dawn, I think it's time."
ayudará,Hey siddhu estar tenso no te ayudará.,Hey Siddhu being tense won't help you.
rumores,Había algo de cierto en los rumores.,There was some truth to the rumors.
permiten,No se permiten cámaras en el sector.,Cameras are not allowed in the sector.
compañera,No está el auto de mi compañera.,My partner's car's gone.
reconoce,El presidente reconoce al representante de maryland.,The President recognizes the representative of Maryland.
llevarlo,Tienes alguna idea de adónde pudo llevarlo.,You have any idea where he might have led.
aliento,Oh dios mío me encanta tu aliento.,"Oh, my God, I love your breath."
maestra,Es una gran película una obra maestra.,"It's a great movie, a masterpiece."
altas,Algunas veces jugamos con apuestas más altas.,Sometimes we play with higher bets.
hierba,Está bien pero la venta de hierba.,"All right, but weed sale."
prima,Uso como materia prima en su empresa.,Use as a raw material in your company.
viniendo,No puedes estar yendo y viniendo aquí.,You can't be coming and going here.
sentirse,Creo que le hace sentirse a salvo.,I think it makes him feel safe.
permitido,Yo no tengo permitido llegar más lejos.,I'm not allowed to go any further.
bases,Sistemas de gestión de bases de datos.,Database management systems.
verdaderamente,Bueno yo verdaderamente no voy a comer.,"Well, I'm not really going to eat."
estarías,Creo que hasta estarías orgullosa de mí.,I think you'd even be proud of me.
convencido,La conversación nunca ha convencido a nadie.,The conversation has never convinced anyone.
metió,Por qué te metió en ese trabajo.,Why he got you into that job.
utiliza,De este modo se utiliza la violencia.,This is how violence is used.
cubrir,Hay que cubrir una zona muy grande.,You have to cover a very large area.
vuelves,He oído que vuelves a la facultad.,I hear you're going back to school.
traigo,Le traigo una cosa a tu padre.,I brought something to your father.
cuadros,Tus cuadros se exhibirán en el louvre.,Your paintings will be displayed in the louvre.
dolores,Siempre tengo dolores de cabeza y pesadillas.,I always have headaches and nightmares.
sentarse,Sentarse enfrente y escuchar lo que dicen.,Sit across the street and listen to what they say.
preferiría,Yo preferiría vivir en la casa blanca.,I'd rather live in the white house.
reputación,No quiero echar a perder mi reputación.,I don't want to spoil my reputation.
conoció,Dijo que lo conoció en la playa.,He said he met him on the beach.
canta,La cosa con la que se canta.,The thing you sing with.
asalto,Es el primer asalto que ha perdido.,It's the first round he's lost.
peores,Sois los peores vecinos de la historia.,You're the worst neighbors in history.
ayudando,No crees que ella le esté ayudando.,You don't think she's helping him.
escapó,Ella se escapó por la puerta trasera.,She ran out the back door.
secreta,Qué es eso de la votación secreta.,What's with the secret ballot?
atacar,La clave está en saber dónde atacar.,The key is to know where to attack.
juzgado,No lo llevaba puesto en el juzgado.,He wasn't wearing it in court.
cantante,Lo de la cantante fue un accidente.,The singer was an accident.
moderna,Una de los años y otra moderna.,One of the years and one of the modern years.
llamaste,Por qué no llamaste a la oficina.,Why didn't you call the office?
inicial,Véase también el párrafo del informe inicial.,See also paragraph of the initial report.
manda,Es su mujer quien se la manda.,It's his wife who sends it to him.
alteza,No se ha encontrado con su alteza.,He hasn't met his highness.
únicamente,El tribunal concedió únicamente millones de dólares.,The court awarded only millions of dollars.
aguanta,Aguanta todo va a salir bien sí.,Hang in there. It's gonna be okay.
asistencia,En la asistencia se ocuparán de él.,In attendance they will take care of him.
entregar,Los extranjeros deberán entregar a la policía.,Foreigners must surrender to the police.
enfermos,Está en un centro para enfermos mentales.,He's in a mental health center.
funcionando,Sólo que no creo que esté funcionando.,I just don't think it's working.
oficialmente,Mira estamos oficialmente de vuelta al trabajo.,"Look, we're officially back to work."
vídeo,Cómo vamos con la señal de vídeo.,How we doing with the video signal.
marcos,Elena marcos fue expulsada de varios países.,Elena Marcos was expelled from several countries.
súper,Usted debe ser súper orgullosa con eso.,You must be super proud of that.
entorno,Sólo quiero estar en un entorno familiar.,I just want to be in a family environment.
favorita,Oh es la bebida favorita de william.,"Oh, it's william's favorite drink."
placa,Ve a ver donde esta tu placa.,Go see where your badge is.
torres,Ya más que en muros y torres.,More than walls and towers.
riesgos,Riesgos para la seguridad y la salud.,Risks to safety and health.
volando,Las cosas salen volando por todas partes.,Things fly all over the place.
emocionante,Es un momento emocionante en la historia.,It's an exciting moment in history.
vengas,No vengas en un par de semanas.,Don't come here in a couple of weeks.
comunista,El partido comunista italiano es demasiado extremo.,The Italian Communist Party is too extreme.
bicicleta,La casa está cerca de la bicicleta.,The house is near the bike.
esposas,Las esposas de los conductores viajan gratis.,Drivers' wives travel for free.
fórmula,No estoy de acuerdo con esa fórmula.,I do not agree with that formula.
alas,Se está formando hielo en las alas.,Ice is forming in the wings.
cumplido,De cierta manera eso es un cumplido.,In a way that's a compliment.
