rank,sentence,english_sentence
31231,Veo que son conocedores de los grandes maestros.,I see you're connoisseurs of the great masters.
31232,El presidente dado que su autor no está presente la pregunta se contestará por escrito.,"The Chairman, since the author is not present, the question will be answered in writing."
31233,No hay ventanas y las costuras están selladas por lo que son herméticas.,There are no windows and the seams are sealed so they are hermetic.
31234,Qué me dices de cupcakes en la sala de descanso.,What about cupcakes in the break room?
31235,Sigues dividiendo las fracciones en dos hasta que tengas que cambiar el denominador.,You keep dividing fractions into two until you have to change the denominator.
31236,Por los huesos de drago será la última vaina.,The dredging bones will be the last pod.
31237,Bien todo el mundo a ducharse.,"All right, everybody take a shower."
31238,Me emborraché todo el fin de semana.,I got drunk all weekend.
31239,Por los estados miembros de la organización encaminado a obtener un instrumento regional.,By the member states of the organization aimed at obtaining a regional instrument.
31240,Entonces asumo que has estado pensando en formalizar nuestro acuerdo.,So I assume you've been thinking about formalizing our deal.
31241,Me impulsan el fuego y las ganas.,I'm driven by fire and desire.
31242,Dijiste que estabas indecisa entre centenares de empresas.,You said you were undecided among hundreds of companies.
31243,Vas a negar las jaquecas que has tenido.,You're gonna deny the headaches you've had.
31244,Una cosa es estar cerca de un bebé juguetón.,It's one thing to be around a playful baby.
31245,Es mejor que me pongan en marcación rápida chico.,"You better put me on speed dial, kid."
31246,Mucho menos dos millonarias estrellas de cine.,Much less two million movie stars.
31247,Tenía dos aletas en la parte delantera aletas motoras.,He had two fins on the front motor fins.
31248,No he oído nada de ningún tipo con motosierra.,I haven't heard anything of any kind with chainsaws.
31249,Nos vemos en la noria si no te da náuseas.,I'll meet you at the Ferris wheel if you don't get nauseous.
31250,Estaba tan asustado palomita todo el día.,I was so scared popcorn all day.
31251,A ti te habrá parido una perra con rabia.,You must have been given birth by a bitch with rage.
31252,No tienes nada que ganar permaneciendo en el santuario.,You have nothing to gain by staying in the sanctuary.
31253,Oye éste es el perro que pisé en el hotel.,"Hey, this is the dog I stepped on at the hotel."
31254,No quiero que parezca que estoy predicando un sermón.,I don't want it to look like I'm preaching a sermon.
31255,Pregúntales qué es lo que necesitan.,Ask them what they need.
31256,Te lo digo a ti ramal.,"I'm telling you, ramal."
31257,Estoy hecha para residir en los corazones de la gente.,I'm made to reside in people's hearts.
31258,Supongo que significa que retiras todo lo que me habías dicho.,I guess it means you take back everything you've told me.
31259,Es hora de nadar de vuelta a casa sirenita.,It's time to swim back home mermaid.
31260,Lo han visto en suráfrica.,They've seen him in South Africa.
31261,La muerte de tu madre no fue en vano teseo.,Your mother's death wasn't in vain.
31262,No tocaremos el dinero en un año.,We won't touch the money in a year.
31263,Es un país talibán a ultranza se los aseguro.,It's a Taliban country. I assure you.
31264,No tenía idea de lo que ellos valían.,I had no idea what they were worth.
31265,Apuesto a que no tienen reuniones vecinales en atlanta.,I bet they don't have neighborhood meetings in Atlanta.
31266,Señoras y señores con ustedes el caballo astronómico.,Ladies and gentlemen with you the astronomical horse.
31267,Te diré lo que está sucediendo en tu cabeza biológicamente.,I'll tell you what's happening in your head biologically.
31268,Este bloc puede llevar en el tejado más de años.,This pad can carry on the roof for more than years.
31269,No voy a mirar porque eso no sería caballeroso.,I'm not gonna look 'cause that wouldn't be gentlemanly.
31270,De todos modos no sé si me corresponderá a mi desvirgarte.,"Anyway, I don't know if it'll be my turn."
31271,Todavía no puedo creer que su abuela le dejaría derribarlo.,I still can't believe his grandmother would let him take him down.
31272,Es la luz que descendía y el calentamiento de la superficie.,It's the light coming down and the surface warming.
31273,Los esposos descuidados echan a perder la casa.,The careless husbands spoil the house.
31274,Por favor me despedirán si no cobro.,Please fire me if I don't charge.
31275,Tengo una prueba de cámara en dodo la próxima semana.,I have a camera test on dodo next week.
31276,Es una forma de asegurarse en caso de que no pueda drogarse.,It's a way to make sure in case he can't get high.
31277,Se encuentra a la orilla del río elba.,It is located on the banks of the river elba.
31278,Las espirales simbolizan el aire.,Spirals symbolize the air.
31279,Fotograma de un espectáculo de variedades emitido el de diciembre.,Photograph of a variety show aired on December.
31280,No es hora de hacerse el gallito.,It's not time to get cocky.
31281,Él dijo que si huían habrían ganado.,He said if they ran away they would have won.
31282,Mi sangre pronto invertirá su flujo.,My blood will soon reverse its flow.
31283,Incluso si papá y mamá no son ciudadanos kas y yo lo somos.,Even if Mom and Dad aren't kas citizens and I are.
31284,Localizamos el martillo específico como arma homicida.,We locate the specific hammer as a murder weapon.
31285,Es para putas y niñitas que quieren ser princesas.,It's for whores and little girls who want to be princesses.
31286,Por favor no vuelvas a pedírmelo.,Please don't ask me again.
31287,Tenía miedo de poner mi mano en el picaporte.,I was afraid to put my hand on the doorknob.
31288,Me van a poner en la picota.,They're gonna put me in the pickle.
31289,No sabemos si es un veterano de guerra pirado.,We don't know if he's a wacky war veteran.
31290,La presiono para que deje de decir cosas así.,I push her to stop saying things like that.
31291,Coronel si está en los páramos.,"Colonel, if you're on the moors."
31292,A pesar de mi caracter risueño puedo hablar en serio.,"Despite my laughing character, I can be serious."
31293,Se que tarde o temprano los romperás todos.,I know you'll break them all sooner or later.
31294,Vamos a hacer un viaje silvana.,We're going on a silvana trip.
31295,Bueno entonces siéntelo porque está pasando.,Well then feel it because it's happening.
31296,La editorial anunciará que soy el autor así que.,"The publisher will announce I'm the author, so."
31297,No hay manera de que pudiera conocerles.,There's no way I could meet them.
31298,Te puse dos cucharaditas de azúcar en el café.,I put two teaspoons of sugar in your coffee.
31299,Está bien todo eso de la diadema.,It's all right with the headband.
31300,No me la dieron para hacer un dineral.,I didn't get it to make a money.
31301,A veces no distingo mi cabeza de mi alma.,Sometimes I don't know my head from my soul.
31302,Debes mantenerte enfocada cuando estas asesinando a otra persona.,You have to stay focused when you're killing someone else.
31303,En escocia la situación evolucionó de forma más o menos similar.,In scotland the situation evolved in a more or less similar way.
31304,Ya bueno es una máquina expendedora.,"Well, it's a vending machine."
31305,Son ustedes que están jodidamente fallidos.,It's you who are fucking failed.
31306,No se permite a foráneos aquí.,Foreigners are not allowed here.
31307,En el término municipal existe una central hidroeléctrica.,In the municipal term there is a hydroelectric power plant.
31308,La suma de su haber indicará el total de propuestas de pago correspondientes a obligaciones reconocidas en ejercicios anteriores.,The amount of its assets shall indicate the total number of payment proposals for obligations recognized in prior periods.
31309,Por consiguiente la comisión decidió interponer el presente recurso.,The Commission therefore decided to bring the present action.
31310,No este fue un ladrido diferente.,This wasn't a different bark.
31311,Tengo una cuenta bancaria que leerte.,I have a bank account to read to you.
31312,Y por la corrupción y los malos manejos del gobierno.,And the corruption and mismanagement of the government.
31313,Se trata de un asesinato meticulosamente planeado.,This is a meticulously planned murder.
31314,Acuerdo bilaterales o mutuos sobre cuestiones relacionadas con el terrorismo.,Bilateral or mutual agreement on terrorism-related issues.
31315,A ver si tiene cualquier narco recursos disponibles para nosotros.,See if he has any narco-resources available to us.
31316,El capítulo se refiere a la estructura organizativa y a los recursos humanos.,The chapter deals with organizational structure and human resources.
31317,No te quedes ahí pasmado.,Don't just stand there astounded.
31318,El ponente ha preparado para ello.,The rapporteur has prepared for this.
31319,Solo tienes que ser más receptivo.,You just have to be more receptive.
