rank,lemma,original_lemma,new_translation,variant_relation,reason
29449,amazónica,amazónico,Amazonian (feminine singular),feminine_of_original,o_to_a
29451,apostólica,apostólico,apostolic (feminine singular),feminine_of_original,o_to_a
29452,automotores,automotor,automotive (plural),plural_of_original,plus_es
29469,infartos,infarto,heart attack; myocardial infarction (masculine plural),masculine_plural_of_original,o_to_os
29471,integristas,integrista,fundamental (plural),plural_of_original,plus_s
29482,terneros,ternero,calf (masculine plural),masculine_plural_of_original,o_to_os
29484,trascendentales,trascendental,transcendental (plural),plural_of_original,plus_es
29485,amarillenta,amarillento,yellowish (feminine singular),feminine_of_original,o_to_a
29486,aparcamientos,aparcamiento,parking (masculine plural),masculine_plural_of_original,o_to_os
29488,apuestos,apuesto,handsome; good-looking (masculine plural),masculine_plural_of_original,o_to_os
29490,asignadas,asignado,assigned (feminine plural),feminine_plural_of_original,o_to_as
29506,inseguros,inseguro,unsure; uncertain (masculine plural),masculine_plural_of_original,o_to_os
29508,manjares,manjar,food; delicacy; sustenance (plural),plural_of_original,plus_es
29511,perversas,perverso,bad; mean; wicked (feminine plural),feminine_plural_of_original,o_to_as
29512,premiada,premiado,awarded; prizewinning; award-winning (feminine singular),feminine_of_original,o_to_a
29519,atrevidos,atrevido,bold; daring (masculine plural),masculine_plural_of_original,o_to_os
29532,imitadores,imitador,imitating (plural),plural_of_original,plus_es
29533,infecciosa,infeccioso,infectious (feminine singular),feminine_of_original,o_to_a
29536,maciza,macizo,buxom (feminine singular),feminine_of_original,o_to_a
29538,montañosa,montañoso,mountainous (feminine singular),feminine_of_original,o_to_a
29543,perfumada,perfumado,scented; perfumed (feminine singular),feminine_of_original,o_to_a
29546,propensos,propenso,prone; inclined; predisposed (masculine plural),masculine_plural_of_original,o_to_os
29552,victoriosos,victorioso,victorious; triumphant (masculine plural),masculine_plural_of_original,o_to_os
29557,beata,beato,pious; sanctimonious; goody goody; having too much beatitude (feminine singular),feminine_of_original,o_to_a
29558,cardíacas,cardíaco,cardiac (feminine plural),feminine_plural_of_original,o_to_as
29565,cupos,cupo,quota (masculine plural),masculine_plural_of_original,o_to_os
29568,equívocos,equívoco,ambiguous; equivocal (masculine plural),masculine_plural_of_original,o_to_os
29570,estacionamientos,estacionamiento,parking (masculine plural),masculine_plural_of_original,o_to_os
29574,horrorizada,horrorizado,aghast; horrified (feminine singular),feminine_of_original,o_to_a
29581,normandos,normando,Norman (masculine plural),masculine_plural_of_original,o_to_os
29582,ofrecidas,ofrecido,easy (feminine plural),feminine_plural_of_original,o_to_as
29583,pedicura,pedicuro,pedicure (feminine singular),feminine_of_original,o_to_a
29585,pálidas,pálido,pale; ashen; pasty; pallid (feminine plural),feminine_plural_of_original,o_to_as
29589,simbólicas,simbólico,symbolic (feminine plural),feminine_plural_of_original,o_to_as
29591,socioeconómicos,socioeconómico,socioeconomic (masculine plural),masculine_plural_of_original,o_to_os
29592,sísmica,sísmico,seismic (feminine singular),feminine_of_original,o_to_a
29599,argelina,argelino,Algerian (feminine singular),feminine_of_original,o_to_a
29600,arquitectónicos,arquitectónico,architectural; architectonic (masculine plural),masculine_plural_of_original,o_to_os
29601,atacadas,atacado,affronted (feminine plural),feminine_plural_of_original,o_to_as
29608,discográficas,discográfico,discographical (feminine plural),feminine_plural_of_original,o_to_as
29615,ferroviarios,ferroviario,railway; railroad (masculine plural),masculine_plural_of_original,o_to_os
29620,limusinas,limusina,limo; limousine (plural),plural_of_original,plus_s
29624,pensativa,pensativo,pensive (feminine singular),feminine_of_original,o_to_a
29635,visados,visado,visa (masculine plural),masculine_plural_of_original,o_to_os
29637,androides,androide,android (plural),plural_of_original,plus_s
29640,cronológica,cronológico,chronological (feminine singular),feminine_of_original,o_to_a
29642,electrolitos,electrolito,electrolyte (masculine plural),masculine_plural_of_original,o_to_os
29646,fingida,fingido,false; phony; pretend; deceptive (feminine singular),feminine_of_original,o_to_a
29649,heroicas,heroico,heroic (feminine plural),feminine_plural_of_original,o_to_as
29651,infames,infame,awful; dreadful (plural),plural_of_original,plus_s
29654,litigios,litigio,lawsuit; litigation (masculine plural),masculine_plural_of_original,o_to_os
29657,parejos,parejo,level (masculine plural),masculine_plural_of_original,o_to_os
29659,pesares,pesar,to weigh (plural),plural_of_original,plus_es
29660,pitidos,pitido,beep; whistle (masculine plural),masculine_plural_of_original,o_to_os
29664,salmos,salmo,psalm (masculine plural),masculine_plural_of_original,o_to_os
29666,siembras,siembra,seeding (plural),plural_of_original,plus_s
29671,alzados,alzado,lifted; raised up (masculine plural),masculine_plural_of_original,o_to_os
29672,amoríos,amorío,tryst; fling; a superficial relationship (masculine plural),masculine_plural_of_original,o_to_os
29677,astronómicas,astronómico,astronomic; astronomical (feminine plural),feminine_plural_of_original,o_to_as
29682,crestas,cresta,comb (plural),plural_of_original,plus_s
29687,fogatas,fogata,bonfire; campfire (plural),plural_of_original,plus_s
29691,metodologías,metodología,methodology (plural),plural_of_original,plus_s
29695,reemplazados,reemplazado,replaced (masculine plural),masculine_plural_of_original,o_to_os
29696,vividas,vivido,living; existing (feminine plural),feminine_plural_of_original,o_to_as
29701,bisagras,bisagra,hinge (plural),plural_of_original,plus_s
29702,camarotes,camarote,cabin; quarters (plural),plural_of_original,plus_s
29703,cancelados,cancelado,canceled (masculine plural),masculine_plural_of_original,o_to_os
29704,cancilleres,canciller,chancellor (plural),plural_of_original,plus_es
29706,cualitativa,cualitativo,qualitative (feminine singular),feminine_of_original,o_to_a
29712,orgullosas,orgulloso,proud (feminine plural),feminine_plural_of_original,o_to_as
29714,peruanas,peruano,Peruvian (feminine plural),feminine_plural_of_original,o_to_as
29717,subjetivas,subjetivo,subjective (feminine plural),feminine_plural_of_original,o_to_as
29722,amena,ameno,pleasant (feminine singular),feminine_of_original,o_to_a
29729,atónitos,atónito,stunned; astonished (masculine plural),masculine_plural_of_original,o_to_os
29744,mezquinos,mezquino,mean; stingy; miserly (masculine plural),masculine_plural_of_original,o_to_os
29750,prometedores,prometedor,promising (plural),plural_of_original,plus_es
29754,remolques,remolque,trailer (plural),plural_of_original,plus_s
29757,saturadas,saturado,saturated (feminine plural),feminine_plural_of_original,o_to_as
29759,tapados,tapado,covered (masculine plural),masculine_plural_of_original,o_to_os
29760,acostados,acostado,lying; recumbent (masculine plural),masculine_plural_of_original,o_to_os
29763,arquitectónicas,arquitectónico,architectural; architectonic (feminine plural),feminine_plural_of_original,o_to_as
29770,electromagnéticas,electromagnético,electromagnetic (feminine plural),feminine_plural_of_original,o_to_as
29781,pardos,pardo,dun; brown (masculine plural),masculine_plural_of_original,o_to_os
29784,remolinos,remolino,vortex; whirlpool; whirlwind (masculine plural),masculine_plural_of_original,o_to_os
29785,resueltas,resuelto,determined (feminine plural),feminine_plural_of_original,o_to_as
29786,toxicómanos,toxicómano,a drug addict (masculine plural),masculine_plural_of_original,o_to_os
29787,traductores,traductor,translator; translating (plural),plural_of_original,plus_es
29801,bancas,banca,small bench (plural),plural_of_original,plus_s
29802,borrosas,borroso,fuzzy; blurry (feminine plural),feminine_plural_of_original,o_to_as
29808,ficticios,ficticio,fictitious (masculine plural),masculine_plural_of_original,o_to_os
29812,inéditas,inédito,not published (feminine plural),feminine_plural_of_original,o_to_as
29814,manchados,manchado,spotted (masculine plural),masculine_plural_of_original,o_to_os
29815,mantenidos,mantenido,kept; sustained by alimony (masculine plural),masculine_plural_of_original,o_to_os
29823,viciosa,vicioso,depraved; dissolute; profligate (feminine singular),feminine_of_original,o_to_a
29824,afectivas,afectivo,affective (feminine plural),feminine_plural_of_original,o_to_as
29831,documentada,documentado,documented; of record (feminine singular),feminine_of_original,o_to_a
29834,extraviada,extraviado,out of the way (feminine singular),feminine_of_original,o_to_a
29835,insensibles,insensible,cold; callous; insensitive (plural),plural_of_original,plus_s
29837,minúsculos,minúsculo,tiny; minute; minuscule (masculine plural),masculine_plural_of_original,o_to_os
29844,pronunciamientos,pronunciamiento,declaration; pronouncement (masculine plural),masculine_plural_of_original,o_to_os
29850,veterana,veterano,veteran (feminine singular),feminine_of_original,o_to_a
29851,adversidades,adversidad,adversity (plural),plural_of_original,plus_es
29853,atascos,atasco,jam; blockage (masculine plural),masculine_plural_of_original,o_to_os
29854,baladas,balada,ballad (plural),plural_of_original,plus_s
29855,brasileñas,brasileño,Brazilian (feminine plural),feminine_plural_of_original,o_to_as
29860,descremada,descremado,skim; skimmed (feminine singular),feminine_of_original,o_to_a
29867,incompatibilidades,incompatibilidad,incompatibility (plural),plural_of_original,plus_es
29873,portes,porte,carriage; carrying (plural),plural_of_original,plus_s
29875,reclusas,recluso,imprisoned (feminine plural),feminine_plural_of_original,o_to_as
29876,retiradas,retirado,removed; retired; withdrawn (feminine plural),feminine_plural_of_original,o_to_as
29877,rivalidades,rivalidad,rivalry (plural),plural_of_original,plus_es
29881,torcidos,torcido,askew; twisted (masculine plural),masculine_plural_of_original,o_to_os
29882,traicionera,traicionero,traitorous person (feminine singular),feminine_of_original,o_to_a
29887,alojamientos,alojamiento,accommodation (masculine plural),masculine_plural_of_original,o_to_os
29892,confederados,confederado,confederate (masculine plural),masculine_plural_of_original,o_to_os
29895,crediticia,crediticio,relating to credit (feminine singular),feminine_of_original,o_to_a
29898,excelencias,excelencia,excellency; brilliance (plural),plural_of_original,plus_s
29902,mansos,manso,tame; meek; not threatening (masculine plural),masculine_plural_of_original,o_to_os
29904,paraguayos,paraguayo,Paraguayan (masculine plural),masculine_plural_of_original,o_to_os
29907,prehistóricos,prehistórico,prehistoric (masculine plural),masculine_plural_of_original,o_to_os
29917,agitados,agitado,upset; agitated (masculine plural),masculine_plural_of_original,o_to_os
29929,geólogos,geólogo,geologist (masculine plural),masculine_plural_of_original,o_to_os
29933,linfáticos,linfático,lymphatic (masculine plural),masculine_plural_of_original,o_to_os
29935,nacionalismos,nacionalismo,nationalism (masculine plural),masculine_plural_of_original,o_to_os
29938,paraísos,paraíso,paradise (masculine plural),masculine_plural_of_original,o_to_os
29940,pergaminos,pergamino,parchment (masculine plural),masculine_plural_of_original,o_to_os
29942,prestigiosas,prestigioso,famous; eminent; prestigious; distinguished (feminine plural),feminine_plural_of_original,o_to_as
29944,quejidos,quejido,groan (masculine plural),masculine_plural_of_original,o_to_os
29947,reprimidos,reprimido,repressed (masculine plural),masculine_plural_of_original,o_to_os
29948,sobrinas,sobrina,female equivalent of sobrino: niece (plural),plural_of_original,plus_s
29951,angosta,angosto,narrow (feminine singular),feminine_of_original,o_to_a
29956,ceniceros,cenicero,ashtray (masculine plural),masculine_plural_of_original,o_to_os
29959,dañina,dañino,harmful; damaging; detrimental (feminine singular),feminine_of_original,o_to_a
29971,latinas,latino,Italy; of Lazio (feminine plural),feminine_plural_of_original,o_to_as
29972,mosaicos,mosaico,mosaic (masculine plural),masculine_plural_of_original,o_to_os
29973,multicolores,multicolor,varicolored; varicoloured (plural),plural_of_original,plus_es
29975,patrimoniales,patrimonial,hereditary (plural),plural_of_original,plus_es
29978,policiaca,policiaco,police force; Related to the police (feminine singular),feminine_of_original,o_to_a
29985,utopías,utopía,utopia (plural),plural_of_original,plus_s
29987,andadas,andada,animal tracks (plural),plural_of_original,plus_s
29990,caldas,calda,stoking; heating (plural),plural_of_original,plus_s
29994,consentida,consentido,spoiled; pampered; indulged (feminine singular),feminine_of_original,o_to_a
29999,disimulada,disimulado,discreet; inconspicuous (feminine singular),feminine_of_original,o_to_a
30000,disparatada,disparatado,mad; crazy (feminine singular),feminine_of_original,o_to_a
30001,empinada,empinado,steep (feminine singular),feminine_of_original,o_to_a
