lemma,count,lemma_original,lemma_normalized,lemma_lemmatized,lemma_translated,translated_flag,translation_source
sep,602,sep,sep,sentar,seat / sit / settle,TRUE,dict
surfista,602,surfista,surfista,saber,to know (a fact),TRUE,override
vectores,602,vectores,vectores,variabilidad,variability,TRUE,dict
vertebrados,602,vertebrados,vertebrados,verbo,verb,TRUE,dict
adoramos,601,adoramos,adoramos,adorar,adore,TRUE,dict
agregaron,601,agregaron,agregaron,agregar,aggregate / add,TRUE,dict
amapola,601,amapola,amapola,amanecer,dawn,TRUE,dict
condicionantes,601,condicionantes,condicionantes,condenar,condemn / convict / doom,TRUE,dict
contaras,601,contaras,contaras,contaminar,contaminate / pollute,TRUE,dict
cosiendo,601,cosiendo,cosiendo,cosa,thing,TRUE,dict
diantres,601,diantres,diantres,diagnóstico,diagnostic,TRUE,dict
efigie,601,efigie,efigie,efectuar,effect,TRUE,dict
excitantes,601,excitantes,excitantes,excelsior,[UNTRANSLATED] excelsior,FALSE,untranslated
experimentaron,601,experimentaron,experimentaron,expectativa,expectation,TRUE,dict
huelguistas,601,huelguistas,huelguistas,huber,[UNTRANSLATED] huber,FALSE,untranslated
incomprensibles,601,incomprensibles,incomprensibles,incluir,include,TRUE,dict
jing,601,jing,jing,jess,[UNTRANSLATED] jess,FALSE,untranslated
laboristas,601,laboristas,laboristas,kung,[UNTRANSLATED] kung,FALSE,untranslated
liderando,601,liderando,liderando,librar,rid,TRUE,dict
limpiarla,601,limpiarla,limpiarla,lim,[UNTRANSLATED] lim,FALSE,untranslated
manténgalo,601,manténgalo,manténgalo,mantener,maintain / hold / have,TRUE,dict
mediático,601,mediático,mediático,medicamento,medicine,TRUE,dict
montaron,601,montaron,montaron,monitoreo,monitory,TRUE,dict
mordidas,601,mordidas,mordidas,monárquico,monarchic / monarchist,TRUE,dict
observas,601,observas,observas,obligatorio,binding / compulsory / mandatory,TRUE,dict
pervertida,601,pervertida,pervertida,personal,personnel / staff / workforce,TRUE,dict
preguntale,601,preguntale,preguntale,predicar,preach,TRUE,dict
pásamelo,601,pásamelo,pásamelo,puta,bitch,TRUE,dict
racimo,601,racimo,racimo,quo,[UNTRANSLATED] quo,FALSE,untranslated
reacio,601,reacio,reacio,ratón,mouse,TRUE,dict
sakura,601,sakura,sakura,sachin,[UNTRANSLATED] sachin,FALSE,untranslated
shangai,601,shangai,shangai,sexto,sixth,TRUE,dict
sirope,601,sirope,sirope,sindicato,trade union / labour union / workers' union,TRUE,dict
ski,601,ski,ski,sirio,syrian,TRUE,dict
sugerente,601,sugerente,sugerente,soler,be / soler,TRUE,dict
temblaban,601,temblaban,temblaban,tejado,roof,TRUE,dict
traicionada,601,traicionada,traicionada,tracy,[UNTRANSLATED] tracy,FALSE,untranslated
trajeran,601,trajeran,trajeran,traer,bring,TRUE,dict
turbulencias,601,turbulencias,turbulencias,trámite,formality,TRUE,dict
abracadabra,600,abracadabra,abracadabra,aborigen,aboriginal / aborigine,TRUE,dict
ajax,600,ajax,ajax,aitu,[UNTRANSLATED] aitu,FALSE,untranslated
alejamos,600,alejamos,alejamos,alejado,[UNTRANSLATED] alejado,FALSE,untranslated
alimentada,600,alimentada,alimentada,alimentar,feed / fuel,TRUE,dict
caesar,600,caesar,caesar,caer,warm / collapse / drop,TRUE,dict
cambiaban,600,cambiaban,cambiaban,camarillo,[UNTRANSLATED] camarillo,FALSE,untranslated
caminaron,600,caminaron,caminaron,camille,[UNTRANSLATED] camille,FALSE,untranslated
carcasa,600,carcasa,carcasa,caravaggio,[UNTRANSLATED] caravaggio,FALSE,untranslated
concentrando,600,concentrando,concentrando,concejal,councillor / alderman / alderwoman,TRUE,dict
crocker,600,crocker,crocker,criticar,criticise / critique,TRUE,dict
dag,600,dag,dag,dar,to give,TRUE,override
danvers,600,danvers,danvers,danforth,[UNTRANSLATED] danforth,FALSE,untranslated
debil,600,debil,debil,deber,homework / duty / have,TRUE,dict
decidirme,600,decidirme,decidirme,decidir,rush / decide,TRUE,dict
demoníaco,600,demoníaco,demoníaco,democrático,democratic,TRUE,dict
division,600,division,division,divertir,amuse,TRUE,dict
dámelas,600,dámelas,dámelas,dormir,sleep,TRUE,dict
emborracha,600,emborracha,emborracha,embarcación,craft,TRUE,dict
encadenados,600,encadenados,encadenados,enamorar,[UNTRANSLATED] enamorar,FALSE,untranslated
enganchó,600,enganchó,enganchó,enfriado,[UNTRANSLATED] enfriado,FALSE,untranslated
excéntrica,600,excéntrica,excéntrica,excluir,exclude,TRUE,dict
fun,600,fun,fun,fuji,[UNTRANSLATED] fuji,FALSE,untranslated
injerencia,600,injerencia,injerencia,iniciar,initiate / pioneer,TRUE,dict
interestelar,600,interestelar,interestelar,interdependencia,[UNTRANSLATED] interdependencia,FALSE,untranslated
invitara,600,invitara,invitara,investigar,conduct / investigate / research,TRUE,dict
latimer,600,latimer,latimer,lastimar,[UNTRANSLATED] lastimar,FALSE,untranslated
marconi,600,marconi,marconi,marcelo,[UNTRANSLATED] marcelo,FALSE,untranslated
margarina,600,margarina,margarina,marchar,leave / get,TRUE,dict
nostra,600,nostra,nostra,norberta,[UNTRANSLATED] norberta,FALSE,untranslated
oprime,600,oprime,oprime,operar,operate,TRUE,dict
orellana,600,orellana,orellana,oración,prayer,TRUE,dict
peluquera,600,peluquera,peluquera,pelear,litigate,TRUE,dict
perfeccionado,600,perfeccionado,perfeccionado,perdonar,forgive,TRUE,dict
petrov,600,petrov,petrov,pescar,see / fish,TRUE,dict
pintoresca,600,pintoresca,pintoresca,pino,pine / pine tree,TRUE,dict
populista,600,populista,populista,poner,veto / put / dot,TRUE,dict
presupuestarias,600,presupuestarias,presupuestarias,preso,prisoner,TRUE,dict
pumas,600,pumas,pumas,puerco,pig,TRUE,dict
tréboles,600,tréboles,tréboles,tronco,trunk,TRUE,dict
uma,600,uma,uma,túnel,tunnel,TRUE,dict
zozobra,600,zozobra,zozobra,zane,[UNTRANSLATED] zane,FALSE,untranslated
advertimos,599,advertimos,advertimos,advertencia,warning,TRUE,dict
alfarería,599,alfarería,alfarería,alfabético,alphabetic / alphabetical,TRUE,dict
archibald,599,archibald,archibald,arcaico,archaic,TRUE,dict
arrojé,599,arrojé,arrojé,arrojar,launch / shed,TRUE,dict
aturdida,599,aturdida,aturdida,atrapar,trap,TRUE,dict
báltico,599,báltico,báltico,bajar,fall / drop / go,TRUE,dict
como-,599,como-,como,comisaría,commissariat / station,TRUE,dict
criaste,599,criaste,criaste,criado,servant,TRUE,dict
despojo,599,despojo,despojo,desplazar,displace / scroll,TRUE,dict
devolvería,599,devolvería,devolvería,devolución,return,TRUE,dict
donnell,599,donnell,donnell,donante,donor,TRUE,dict
duraznos,599,duraznos,duraznos,duradero,durable / lasting,TRUE,dict
esmaltes,599,esmaltes,esmaltes,esforzar,encourage,TRUE,dict
estremece,599,estremece,estremece,estrechamente,closely / tightly,TRUE,dict
felicitó,599,felicitó,felicitó,federico,[UNTRANSLATED] federico,FALSE,untranslated
fracturado,599,fracturado,fracturado,fowler,[UNTRANSLATED] fowler,FALSE,untranslated
furtivos,599,furtivos,furtivos,fundar,found,TRUE,dict
gertrudis,599,gertrudis,gertrudis,gerald,[UNTRANSLATED] gerald,FALSE,untranslated
guacamole,599,guacamole,guacamole,grueso,thick / thickness,TRUE,dict
hand,599,hand,hand,ham,[UNTRANSLATED] ham,FALSE,untranslated
hule,599,hule,hule,huella,footprint / print,TRUE,dict
impar,599,impar,impar,imaginar,figure / imagine,TRUE,dict
improvisando,599,improvisando,improvisando,impresión,impression / print / printing,TRUE,dict
investigados,599,investigados,investigados,inversamente,[UNTRANSLATED] inversamente,FALSE,untranslated
lamborghini,599,lamborghini,lamborghini,ladrar,bark,TRUE,dict
leerme,599,leerme,leerme,leer,read,TRUE,dict
ligando,599,ligando,ligando,licencia,licence / maternity leave,TRUE,dict
lupus,599,lupus,lupus,luisiana,louisiana,TRUE,dict
magnéticas,599,magnéticas,magnéticas,maestro,master / teacher,TRUE,dict
maldijo,599,maldijo,maldijo,maia,[UNTRANSLATED] maia,FALSE,untranslated
nóminas,599,nóminas,nóminas,numerar,number,TRUE,dict
piñas,599,piñas,piñas,pisada,[UNTRANSLATED] pisada,FALSE,untranslated
preferí,599,preferí,preferí,preciso,precise,TRUE,dict
preguntártelo,599,preguntártelo,preguntártelo,preferir,prefer,TRUE,dict
quisquilloso,599,quisquilloso,quisquilloso,querer,to want,TRUE,override
restaurada,599,restaurada,restaurada,respirar,breathe,TRUE,dict
sectoriales,599,sectoriales,sectoriales,scottie,[UNTRANSLATED] scottie,FALSE,untranslated
taquillas,599,taquillas,taquillas,talyn,[UNTRANSLATED] talyn,FALSE,untranslated
tendía,599,tendía,tendía,templado,temperate,TRUE,dict
traducida,599,traducida,traducida,tower,[UNTRANSLATED] tower,FALSE,untranslated
turbia,599,turbia,turbia,trágico,tragic,TRUE,dict
vaselina,599,vaselina,vaselina,valorar,value / assess / appraise,TRUE,dict
arreglaría,598,arreglaría,arreglaría,arreglar,arrange / fix,TRUE,dict
catedráticos,598,catedráticos,catedráticos,catarina,[UNTRANSLATED] catarina,FALSE,untranslated
contengan,598,contengan,contengan,contemporáneo,contemporary,TRUE,dict
cylons,598,cylons,cylons,cuidar,take,TRUE,dict
córtala,598,córtala,córtala,comprar,buy,TRUE,dict
denunciando,598,denunciando,denunciando,dent,[UNTRANSLATED] dent,FALSE,untranslated
desesperante,598,desesperante,desesperante,desequilibrio,disequilibrium,TRUE,dict
deshaga,598,deshaga,deshaga,desgraciadamente,alas,TRUE,dict
dicción,598,dicción,dicción,dibujar,draw / pencil,TRUE,dict
diferenciados,598,diferenciados,diferenciados,diestro,right-handed / dexter,TRUE,dict
disipar,598,disipar,disipar,disgustar,upset,TRUE,dict
déjenlos,598,déjenlos,déjenlos,dejar,allow / give / quit,TRUE,dict
esparcidos,598,esparcidos,esparcidos,espagueti,[UNTRANSLATED] espagueti,FALSE,untranslated
exigirá,598,exigirá,exigirá,exhibicionista,[UNTRANSLATED] exhibicionista,FALSE,untranslated
experimentada,598,experimentada,experimentada,expander,[UNTRANSLATED] expander,FALSE,untranslated
falsificador,598,falsificador,falsificador,fallecer,die,TRUE,dict
fontana,598,fontana,fontana,follar,[UNTRANSLATED] follar,FALSE,untranslated
gladiador,598,gladiador,gladiador,girar,turn / spin,TRUE,dict
heriste,598,heriste,heriste,heredar,inherit,TRUE,dict
ilógico,598,ilógico,ilógico,iluminar,light,TRUE,dict
interpreto,598,interpreto,interpreto,interpelación,interpellation,TRUE,dict
isidoro,598,isidoro,isidoro,irving,[UNTRANSLATED] irving,FALSE,untranslated
lingüísticas,598,lingüísticas,lingüísticas,limpiar,clean / wipe,TRUE,dict
logrados,598,logrados,logrados,localizador,[UNTRANSLATED] localizador,FALSE,untranslated
masturbarse,598,masturbarse,masturbarse,masacre,massacre,TRUE,dict
megatron,598,megatron,megatron,medida,pardon / measure / measurement,TRUE,dict
miraremos,598,miraremos,miraremos,minuciosamente,painstakingly,TRUE,dict
performance,598,performance,performance,perdonar,forgive,TRUE,dict
prepotente,598,prepotente,prepotente,preocupar,concern,TRUE,dict
recogeremos,598,recogeremos,recogeremos,reciclado,[UNTRANSLATED] reciclado,FALSE,untranslated
recorrieron,598,recorrieron,recorrieron,reconocer,acknowledge / recognise,TRUE,dict
remediarlo,598,remediarlo,remediarlo,relegar,[UNTRANSLATED] relegar,FALSE,untranslated
seg,598,seg,seg,sector,service sector / sector,TRUE,dict
sinsentido,598,sinsentido,sinsentido,sims,[UNTRANSLATED] sims,FALSE,untranslated
sitges,598,sitges,sitges,sintetizar,[UNTRANSLATED] sintetizar,FALSE,untranslated
tentadora,598,tentadora,tentadora,tendre,[UNTRANSLATED] tendre,FALSE,untranslated
tiemblo,598,tiemblo,tiemblo,thad,[UNTRANSLATED] thad,FALSE,untranslated
wick,598,wick,wick,watkins,[UNTRANSLATED] watkins,FALSE,untranslated
absorbida,597,absorbida,absorbida,absorber,absorb,TRUE,dict
ahjumma,597,ahjumma,ahjumma,ahi,[UNTRANSLATED] ahi,FALSE,untranslated
alonzo,597,alonzo,alonzo,alojar,lodge / billet,TRUE,dict
andará,597,andará,andará,andar,walk,TRUE,dict
atormentada,597,atormentada,atormentada,atocha,[UNTRANSLATED] atocha,FALSE,untranslated
bela,597,bela,bela,beige,beige,TRUE,dict
carrión,597,carrión,carrión,carrete,[UNTRANSLATED] carrete,FALSE,untranslated
cascadas,597,cascadas,cascadas,casar,marry,TRUE,dict
causo,597,causo,causo,causante,[UNTRANSLATED] causante,FALSE,untranslated
conducidos,597,conducidos,conducidos,condimentar,season,TRUE,dict
desembocar,597,desembocar,desembocar,desechable,[UNTRANSLATED] desechable,FALSE,untranslated
desmoronando,597,desmoronando,desmoronando,desmayar,[UNTRANSLATED] desmayar,FALSE,untranslated
diseñando,597,diseñando,diseñando,disculpar,[UNTRANSLATED] disculpar,FALSE,untranslated
distribuida,597,distribuida,distribuida,distraer,distract,TRUE,dict
dividendo,597,dividendo,dividendo,divertido,fun,TRUE,dict
envíale,597,envíale,envíale,enviar,forward / send,TRUE,dict
eye,597,eye,eye,extremo,extreme / butt / winger,TRUE,dict
grabaste,597,grabaste,grabaste,gozar,enjoy,TRUE,dict
grasiento,597,grasiento,grasiento,grandullón,[UNTRANSLATED] grandullón,FALSE,untranslated
innata,597,innata,innata,inminente,imminent,TRUE,dict
jospin,597,jospin,jospin,jonesy,[UNTRANSLATED] jonesy,FALSE,untranslated
mccain,597,mccain,mccain,mayfair,[UNTRANSLATED] mayfair,FALSE,untranslated
obedecía,597,obedecía,obedecía,nápoles,naples,TRUE,dict
oidos,597,oidos,oidos,oficialista,[UNTRANSLATED] oficialista,FALSE,untranslated
plantearon,597,plantearon,plantearon,planear,plan / mastermind,TRUE,dict
profusión,597,profusión,profusión,producir,produce / mass-produce,TRUE,dict
recurren,597,recurren,recurren,recta,[UNTRANSLATED] recta,FALSE,untranslated
salita,597,salita,salita,salado,salty,TRUE,dict
somníferos,597,somníferos,somníferos,soltar,drop / release,TRUE,dict
sook,597,sook,sook,sometimiento,submission,TRUE,dict
susanna,597,susanna,susanna,suponer,assume / suppose,TRUE,dict
t.k.,597,t.k.,t.k,secar,dry / wipe,TRUE,dict
torácico,597,torácico,torácico,torcer,curve / twist,TRUE,dict
ventanales,597,ventanales,ventanales,vender,sell,TRUE,dict
vándalos,597,vándalos,vándalos,votar,vote,TRUE,dict
wickham,597,wickham,wickham,watson,watson,TRUE,dict
aditya,596,aditya,aditya,adinerado,moneyed,TRUE,dict
alcachofas,596,alcachofas,alcachofas,albóndiga,meatball,TRUE,dict
alteres,596,alteres,alteres,alterar,alter,TRUE,dict
aplaudan,596,aplaudan,aplaudan,aplastar,crush,TRUE,dict
arrasó,596,arrasó,arrasó,arrastre,[UNTRANSLATED] arrastre,FALSE,untranslated
averiguo,596,averiguo,averiguo,averiguar,[UNTRANSLATED] averiguar,FALSE,untranslated
avisaremos,596,avisaremos,avisaremos,avisar,warn,TRUE,dict
ayunas,596,ayunas,ayunas,ayudita,[UNTRANSLATED] ayudita,FALSE,untranslated
bey,596,bey,bey,better,[UNTRANSLATED] better,FALSE,untranslated
calais,596,calais,calais,cajita,[UNTRANSLATED] cajita,FALSE,untranslated
colombianas,596,colombianas,colombianas,colocar,dispose / place / plant,TRUE,dict
contagió,596,contagió,contagió,contado,[UNTRANSLATED] contado,FALSE,untranslated
cordel,596,cordel,cordel,corazón,core / heart,TRUE,dict
downey,596,downey,downey,dotar,endow,TRUE,dict
fusiones,596,fusiones,fusiones,furgoneta,van,TRUE,dict
hijastra,596,hijastra,hijastra,hiedra,ivy,TRUE,dict
historiales,596,historiales,historiales,hipótesis,hypothesis,TRUE,dict
indice,596,indice,indice,indeseable,undesirable,TRUE,dict
inmobiliarios,596,inmobiliarios,inmobiliarios,inmaduro,immature,TRUE,dict
invertí,596,invertí,invertí,inventiva,inventiveness,TRUE,dict
liberarla,596,liberarla,liberarla,leer,read,TRUE,dict
localizaciones,596,localizaciones,localizaciones,llevar,carry / spend / take,TRUE,dict
mamar,596,mamar,mamar,malinterpretar,misunderstand,TRUE,dict
mine,596,mine,mine,milla,mile,TRUE,dict
mutilados,596,mutilados,mutilados,murmullo,murmur / whisper,TRUE,dict
obedeciendo,596,obedeciendo,obedeciendo,nylon,[UNTRANSLATED] nylon,FALSE,untranslated
pasean,596,pasean,pasean,pasar,take / spend / go,TRUE,dict
percha,596,percha,percha,pensar,think,TRUE,dict
polio,596,polio,polio,poder,to be able to/can,TRUE,override
propano,596,propano,propano,prometer,promise / pledge,TRUE,dict
rodillo,596,rodillo,rodillo,robar,steal,TRUE,dict
superposición,596,superposición,superposición,suministrar,supply,TRUE,dict
tarot,596,tarot,tarot,tanya,[UNTRANSLATED] tanya,FALSE,untranslated
torció,596,torció,torció,tomorrow,[UNTRANSLATED] tomorrow,FALSE,untranslated
traicionaron,596,traicionaron,traicionaron,traduccion,[UNTRANSLATED] traduccion,FALSE,untranslated
venados,596,venados,venados,vecinal,[UNTRANSLATED] vecinal,FALSE,untranslated
vestían,596,vestían,vestían,ver,to see,TRUE,override
villaverde,596,villaverde,villaverde,ver,to see,TRUE,override
acabábamos,595,acabábamos,acabábamos,acabar,end / finish / have,TRUE,dict
aguardan,595,aguardan,aguardan,aguardar,await / expect / hope,TRUE,dict
apoplejía,595,apoplejía,apoplejía,apodo,nickname,TRUE,dict
apresúrense,595,apresúrense,apresúrense,apresurar,[UNTRANSLATED] apresurar,FALSE,untranslated
arrancarte,595,arrancarte,arrancarte,arrancar,start,TRUE,dict
autorretrato,595,autorretrato,autorretrato,autorizar,authorise / entitle / licence,TRUE,dict
batió,595,batió,batió,batida,[UNTRANSLATED] batida,FALSE,untranslated
bruguera,595,bruguera,bruguera,browne,browne,TRUE,dict
cúpulas,595,cúpulas,cúpulas,cósmico,cosmic,TRUE,dict
descartada,595,descartada,descartada,descanso,rest,TRUE,dict
desmayarse,595,desmayarse,desmayarse,deslizar,glide,TRUE,dict
despediré,595,despediré,despediré,despecho,spite,TRUE,dict
doesburg,595,doesburg,doesburg,documentación,documentation,TRUE,dict
dreyfus,595,dreyfus,dreyfus,drama,drama,TRUE,dict
educador,595,educador,educador,edmond,[UNTRANSLATED] edmond,FALSE,untranslated
enfatizar,595,enfatizar,enfatizar,enero,january,TRUE,dict
escalafón,595,escalafón,escalafón,erótico,[UNTRANSLATED] erótico,FALSE,untranslated
estuvisteis,595,estuvisteis,estuvisteis,estupida,[UNTRANSLATED] estupida,FALSE,untranslated
evacuado,595,evacuado,evacuado,euro,euro,TRUE,dict
excalibur,595,excalibur,excalibur,exagerar,exaggerate,TRUE,dict
ganges,595,ganges,ganges,ganar,obtain / win / earn,TRUE,dict
goguryeo,595,goguryeo,goguryeo,gobernador,governor,TRUE,dict
hiena,595,hiena,hiena,hacer,to do/make,TRUE,override
iñigo,595,iñigo,iñigo,itinerario,itinerary,TRUE,dict
lacrimógeno,595,lacrimógeno,lacrimógeno,kwang,[UNTRANSLATED] kwang,FALSE,untranslated
limosina,595,limosina,limosina,lightman,[UNTRANSLATED] lightman,FALSE,untranslated
luches,595,luches,luches,lowry,[UNTRANSLATED] lowry,FALSE,untranslated
monopolios,595,monopolios,monopolios,monada,[UNTRANSLATED] monada,FALSE,untranslated
nice,595,nice,nice,neurológico,[UNTRANSLATED] neurológico,FALSE,untranslated
orestes,595,orestes,orestes,oral,oral,TRUE,dict
perfumado,595,perfumado,perfumado,perdonar,forgive,TRUE,dict
pesebre,595,pesebre,pesebre,perturbar,disturb / perturb,TRUE,dict
predice,595,predice,predice,precepto,precept,TRUE,dict
seguirías,595,seguirías,seguirías,seda,silk,TRUE,dict
sigma,595,sigma,sigma,shu,[UNTRANSLATED] shu,FALSE,untranslated
sis,595,sis,sis,singular,singular,TRUE,dict
telespectadores,595,telespectadores,telespectadores,techo,ceiling / roof,TRUE,dict
