rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,past_relation,past_tense,past_person,past_number,past_context,past_confidence,past_reason,tags
32615,eludió,eludir,he circumvented; she circumvented; it circumvented,he circumvented; she circumvented; it circumvented (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
32620,formé,formar,I formed,I formed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32624,invertimos,invertir,we invested,we invested,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
32629,ocultamos,ocultar,we hided,we hided,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32634,raptó,raptar,he kidnaped; she kidnaped; it kidnaped,he kidnaped; she kidnaped; it kidnaped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32635,rasgó,rasgar,he rended; she rended; it rended,he rended; she rended; it rended (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32636,recomendaba,recomendar,I recommended,I recommended; he recommended; she recommended; it recommended (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32638,remarcó,remarcar,he re-marked; she re-marked; it re-marked,he re-marked; she re-marked; it re-marked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32643,soñabas,soñar,you dreamed,you dreamed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|second|singular
32645,traías,traer,you brought,you brought (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|second|singular
32653,conquistaron,conquistar,they conquered,they conquered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32678,multiplicaron,multiplicar,they multiplied,they multiplied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32683,retó,retar,he defied; she defied; it defied,he defied; she defied; it defied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32718,pronunciaron,pronunciar,they pronounced,they pronounced (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32719,quemaban,quemar,they burned,they burned (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
32720,reforzó,reforzar,he reinforced; she reinforced; it reinforced,he reinforced; she reinforced; it reinforced (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32731,acababas,acabar,you finished,you finished (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|second|singular
32735,atendí,atender,I paid attention to,I paid attention to (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
32738,colgaste,colgar,you hanged,you hanged (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32744,dependían,depender,they depended,they depended (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
32746,destinaron,destinar,they appointed,they appointed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32758,llegabas,llegar,you arrived,you arrived (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|second|singular
32772,producimos,producir,we produce,we produce,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
32794,afirmaban,afirmar,they stated,they stated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
32799,asistían,asistir,they attended,they attended (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
32800,atropellaron,atropellar,they ran over,they ran over (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32804,confirmé,confirmar,I confirmed,I confirmed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32809,desembarcaron,desembarcar,they disembarked,they disembarked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32810,desertó,desertar,he deserted; she deserted; it deserted,he deserted; she deserted; it deserted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32844,abofeteó,abofetear,he slaped; she slaped; it slaped,he slaped; she slaped; it slaped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32845,absorbió,absorber,he absorbed; she absorbed; it absorbed,he absorbed; she absorbed; it absorbed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
32850,apostaron,apostar,they beted,they beted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32851,arrastraste,arrastrar,you draged,you draged (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32870,lamenté,lamentar,I lamented,I lamented (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32873,motivaron,motivar,they motivated,they motivated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32874,noqueó,noquear,he knocked out; she knocked out; it knocked out,he knocked out; she knocked out; it knocked out (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32886,saludé,saludar,I greeted,I greeted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32896,aspiramos,aspirar,we inhaled,we inhaled,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32904,desembarcó,desembarcar,he disembarked; she disembarked; it disembarked,he disembarked; she disembarked; it disembarked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32910,enseñaban,enseñar,they teached,they taught (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
32931,sometieron,someter,they subdued,they subdued (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
32935,acompañamos,acompañar,we accompanied,we accompanied,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32936,acosó,acosar,he pursued; she pursued; it pursued,he pursued; she pursued; it pursued (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32941,asoció,asociar,he associated; she associated; it associated,he associated; she associated; it associated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32952,contactamos,contactar,we contacted,we contacted,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32958,empleamos,emplear,we hired,we hired,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32975,reuniste,reunir,you gathered,you gathered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
32989,aspiró,aspirar,he inhaled; she inhaled; it inhaled,he inhaled; she inhaled; it inhaled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
