rank,lemma,translation
25112,oratoria,oratory
25113,papaya,see image)
25114,partiremos,we will divide
25115,polución,pollution
25116,precursores,precursory (plural)
25117,redadas,catch (plural)
25118,reiterar,to reiterate
25119,simbólicos,symbolic (masculine plural)
25120,sindicalista,trade-union
25121,timbres,bell (plural)
25122,transcripciones,transcription
25123,volteó,he turned; she turned; it turned (completed past)
25124,abrazaba,I huged; he huged; she huged; it huged (ongoing habitual/background past)
25125,acordarás,you will agree
25126,armisticio,armistice
25127,boleta,ticket
25128,bondades,goodness (plural)
25129,contendientes,contending; contesting (plural)
25130,corpulento,corpulent
25131,enterrando,burying
25132,expandirse,to expand
25133,fallida,failed; unsuccessful (feminine singular)
25134,irritabilidad,irritability
25135,jovial,cheerful
25136,maple,an egg carton
25137,mormón,Mormon
25138,nacía,I was born; he was born; she was born; it was born (ongoing habitual/background past)
25139,notamos,we noted
25140,oponía,I pited; he pited; she pited; it pited (ongoing habitual/background past)
25141,pepinillo,pickle
25142,rechazaba,I rejected; he rejected; she rejected; it rejected (ongoing habitual/background past)
25143,resbalé,I sliped (completed past)
25144,sílaba,syllable
25145,vehicular,to serve as a mediator
25146,verosimilitud,authenticity
25147,adivinanzas,foresight (plural)
25148,adquirieron,they acquired (completed past)
25149,artífice,craftsman; artificer
25150,comerlos,to eat them (masculine)
25151,concederá,he will grant; she will grant; it will grant
25152,contactaré,I will contact
25153,cánticos,chant; canticle (masculine plural)
25154,cósmicos,cosmic (masculine plural)
25155,desbordado,overfull; excessive
25156,estampado,stamp; stamping
25157,filología,philology
25158,floro,lie
25159,fronterizos,border (masculine plural)
25160,fundas,a bag made of paper or plastic (plural)
25161,hipnotizado,hypnotized
25162,licenciada,licensed (feminine singular)
25163,majestuosa,grand; august; majestic; majestical (feminine singular)
25164,posó,he posed; she posed; it posed (completed past)
25165,sedientos,thirsty (masculine plural)
25166,solsticio,solstice
25167,soneto,sonnet
25168,tocarse,to touch
25169,tornó,he returned; she returned; it returned (completed past)
25170,tugurio,slum; shack; hovel
25171,aceituna,olive
25172,adyacentes,adjacent (plural)
25173,alegatos,allegation (masculine plural)
25174,brasa,ember; hot coal
25175,calzón,underpants
25176,cigüeña,stork
25177,conspirador,conspirator
25178,construirlo,to build it (masculine)
25179,detectando,detecting
25180,entornos,milieu; setting; environment; surroundings (masculine plural)
25181,felino,feline
25182,fijaste,you fixed (completed past)
25183,forzosa,obligatory; compulsory (feminine singular)
25184,incompatibilidad,incompatibility
25185,interponerse,to interpose
25186,lavada,a washing; a cleaning; a laundry load
25187,lógicos,logical (masculine plural)
25188,manipulaciones,manipulation
25189,manivela,crank
25190,morbo,disease
25191,participé,I participated (completed past)
25192,pionera,pioneering (feminine singular)
25193,saxofón,saxophone
25194,traerías,you would bring
25195,aferrado,grasped
25196,bagaje,baggage; luggage
25197,borrada,deleted (feminine singular)
25198,borrados,deleted (masculine plural)
25199,coctel,cocktail
25200,comerla,to eat it (feminine)
25201,concretó,he concreted; she concreted; it concreted (completed past)
25202,costosas,costly; expensive (feminine plural)
25203,escarcha,frost
25204,ets,ampersand (plural)
25205,ilustrada,learned; enlightened (feminine singular)
25206,ineficacia,ineffectiveness
25207,loba,a she-wolf (feminine singular)
25208,localmente,locally
25209,obedeció,he obeyed; she obeyed; it obeyed (completed past)
25210,recogiste,you collected (completed past)
25211,sentando,seating
25212,socializar,to socialize
25213,sucesores,succeeding (plural)
25214,tomarías,you would take
25215,utilería,props
25216,viejito,old
25217,acreditado,accredited
25218,almagro,I raddle
25219,apostador,bettor; punter
25220,artesanales,artisanal (plural)
25221,casitas,small house (plural)
25222,desagrada,you displease
25223,edita,you publish
25224,festiva,festive (feminine singular)
25225,inconsciencia,unconsciousness
25226,intentarás,you will try
25227,inunda,you flood
25228,lujosos,luxurious (masculine plural)
25229,pasante,intern; trainee
25230,puntuaciones,punctuation
25231,recibirnos,to receive us
25232,tablones,plank
25233,titulación,qualification
25234,traspasado,transfered
25235,abridor,opening
25236,absorbente,absorbent
25237,acordaste,you agreed (completed past)
25238,agilizar,to streamline
25239,caliza,limestone
25240,cansan,they tire
25241,castigará,he will punish; she will punish; it will punish
25242,clavados,nailed (masculine plural)
25243,corpiño,corset
25244,culparlo,to blame it (masculine)
25245,emprende,you undertake
25246,encerrarse,to lock up
25247,estancada,stagnant (feminine singular)
25248,fogón,fireplace
25249,invencibles,invincible (plural)
25250,localizarla,to find it (feminine)
25251,loza,earthenware
25252,mamas,mamma; breast (plural)
25253,mejorada,improved; enhanced; made better (feminine singular)
25254,mordaza,gag
25255,obscena,obscene (feminine singular)
25256,ofrecerán,they will offer
25257,proporcionando,providing
25258,resonancias,resonance (plural)
25259,retenciones,retention
25260,romperla,to break it (feminine)
25261,rítmico,rhythmic
25262,sirvientas,servant (plural)
25263,zumbando,huming
25264,absolutas,absolute (feminine plural)
25265,adaptan,they adapt
25266,afinar,to refine
25267,arrodillado,made someone kneel
25268,bautizar,to baptize
25269,cocinan,they cook
25270,complexión,"physical constitution; a person""s build"
25271,debilucho,weak
25272,desafiado,challenged
25273,difuso,diffuse
25274,disculpado,excused
25275,elitista,elitist
25276,evangelios,gospel (masculine plural)
25277,extremista,extremist
25278,húngara,Hungarian (feminine singular)
25279,instruido,learned
25280,ocultarte,to hide you
25281,pichones,young pigeon or dove
25282,púlpito,pulpit
25283,recibiremos,we will receive
25284,sanguinario,vicious; sanguinary; bloodthirsty
25285,adquiridas,gained; acquired; procured (feminine plural)
25286,alcanzarlos,to reach them (masculine)
25287,aprehensión,apprehension
25288,artesanías,craft; handcraft; craftwork; handicraft (plural)
25289,audífonos,earphones; headphones (masculine plural)
25290,cargamos,we loaded )
25291,carroña,carrion
25292,cercas,near; nigh; close; around (plural)
25293,concederle,to grant to him or her
25294,cubriremos,we will cover
25295,discutía,I discussed; he discussed; she discussed; it discussed (ongoing habitual/background past)
25296,entonación,intonation
25297,entrometida,nosy; intrusive; meddlesome (feminine singular)
25298,galardonado,awarded
25299,hiperespacio,hyperspace
25300,horrenda,awful; horrific; dreadful; horrendous (feminine singular)
25301,líbranos,save us
25302,organizaba,I organized; he organized; she organized; it organized (ongoing habitual/background past)
25303,paje,page; pageboy
25304,papeletas,sheet of paper (plural)
25305,polarización,polarization
25306,presagios,premonition sign (masculine plural)
25307,recintos,area; site; compound (masculine plural)
25308,salidos,sticking out (masculine plural)
25309,saltarse,to jump
25310,subyace,you underlie
25311,sutilmente,subtly
25312,texturas,texture (plural)
25313,vanguardista,avant-garde
25314,viéndome,seeing me
25315,acuática,aquatic (feminine singular)
25316,adelantarse,to bring forward
25317,agradecen,they thank
25318,anoto,I annotate
25319,aplazado,failed
25320,aprenderlo,to learn it (masculine)
25321,bombear,to pump
25322,cestas,basket (plural)
25323,defendemos,we defend
25324,despeje,clearing; clearance
25325,dictadores,dictator (plural)
25326,glaseado,icing; frosting
25327,manejé,I handled (completed past)
25328,pedagógico,pedagogical; educational
25329,sucumbir,to succumb
25330,transgresión,transgression
25331,votando,voting
25332,ajustando,adjusting
25333,alcatraz,gannet
25334,aprobaría,I would approve
25335,apuntaban,they pointed (ongoing habitual/background past)
25336,blancura,whiteness
25337,circulaba,I circulated; he circulated; she circulated; it circulated (ongoing habitual/background past)
25338,contingentes,contingent (plural)
25339,cuña,wedge
25340,desahogo,relief
25341,desempacar,to unload goods from crates
25342,encerradas,pent; shut-in; cooped up; locked up (feminine plural)
25343,enojarse,infinitive of enojar combined with se
25344,escogiendo,choosing
25345,gravitación,gravitation
25346,homogéneo,homogeneous
25347,idónea,fitting; suitable (feminine singular)
25348,lechera,milky (feminine singular)
25349,limosnas,alms (plural)
25350,masacres,massacre (plural)
25351,modifican,they modify
25352,nadadores,swimmer (plural)
25353,oscilaciones,oscillation
25354,predilección,fondness; predilection
25355,premiados,awarded; prizewinning; award-winning (masculine plural)
25356,refinados,refined (masculine plural)
25357,reservadas,reserved (feminine plural)
25358,acudí,I went (completed past)
25359,adama,he is enamored; she is enamored; it is enamored
25360,alardeando,boasting
25361,análoga,analogous (feminine singular)
25362,apegado,clingy; attached
25363,ataco,I attack
25364,azafatas,stewardess; flight attendant (plural)
25365,bocanada,puff
25366,chubascos,squall; downpour (masculine plural)
25367,circulatorio,circulatory
25368,contratas,you contract
25369,critico,I criticize
25370,cuadrangular,quadrangular
25371,cutis,skin
25372,desapercibida,discreet; unnoticed; inconspicuous (feminine singular)
25373,evitaría,I would avoid
25374,fiambre,corpse
25375,huertas,garden; vegetable garden (plural)
25376,intuitivo,intuitive
25377,marchita,faded; wilted (feminine singular)
25378,moveremos,we will move
25379,oscureciendo,darkening
25380,parámetro,parameter
25381,pobrecillo,poor
25382,quemas,fire; flame (plural)
25383,revelará,he will reveal; she will reveal; it will reveal
25384,salino,saline
25385,someten,they subdue
25386,súbdito,subject
25387,telefoneado,telephoned
25388,tumbos,jolt; shake; shudder (masculine plural)
25389,abastecer,to [with de ‘something’] to supply with
25390,acomoda,you accommodate
25391,clarificar,to clarify
25392,consultarme,to consult me
25393,crematorio,crematory
25394,cristalina,crystalline (feminine singular)
25395,decepcionas,you disappoint
25396,examinarlo,to examine it (masculine)
25397,horaria,hourly (feminine singular)
25398,limo,mud; silt; slime
25399,medioambientales,environmental (plural)
25400,perdonarlo,to pardon it (masculine)
25401,polvoriento,dusty
25402,simula,you feign
25403,sociológica,sociological (feminine singular)
25404,turbinas,turbine (plural)
25405,virtuosa,virtuous (feminine singular)
25406,acentuado,accentuated
25407,apresado,seized
25408,batiendo,beating
25409,chapas,caps (plural)
25410,condecoración,medal; award; decoration
25411,croquetas,kibble (plural)
25412,desagrado,dislike; distaste; disliking; displeasure
25413,enlaza,you link
25414,exponerse,to exhibit
25415,imaginaste,you imagined (completed past)
25416,inclinar,to tilt
25417,inmundicia,dirt; filth
25418,insoportables,unbearable; unendurable; insufferable; insupportable (plural)
25419,lince,lynx
25420,nabo,turnip
25421,rebelarse,to rebel against
25422,sufrían,they suffered (ongoing habitual/background past)
25423,ántrax,carbuncle
25424,baliza,buoy; marker
25425,brindado,toasted
25426,carruajes,carriage (plural)
25427,crio,he reared or raise; she reared or raise; it reared or raise
25428,cuestionan,they question
25429,cutre,poor; shoddy; of bad quality
25430,decana,senior; eldest person (feminine singular)
25431,desnudista,nudist
25432,desuso,disuse
25433,enamoras,you enamor
25434,entrenan,they train
25435,enviaban,they sent (ongoing habitual/background past)
25436,esquivando,dodging
25437,gratuitas,free; gratis; free of charge (feminine plural)
25438,hollín,soot
25439,librero,bookcase; bookshelf
25440,mezcló,he mixed; she mixed; it mixed (completed past)
25441,neurología,neurology
25442,oportunistas,opportunistic (plural)
25443,potencialidades,potentiality (plural)
25444,prominentes,prominent (plural)
25445,protestan,they protest
25446,recelos,mistrust (masculine plural)
25447,retrocedió,he backed up; she backed up; it backed up (completed past)
25448,vertebrados,vertebrate (masculine plural)
25449,adoramos,we worshiped
25450,agregaron,they added (completed past)
25451,amapola,poppy
25452,condicionantes,decisive; determining (plural)
25453,cosiendo,sewing
25454,diantres,the heck; the devil
25455,efigie,effigy
25456,excitantes,exciting (plural)
25457,experimentaron,they experimented (completed past)
25458,huelguistas,striker (plural)
25459,incomprensibles,incomprehensible (plural)
25460,laboristas,Labour (plural)
25461,liderando,leading
25462,limpiarla,to clean it (feminine)
25463,mediático,media
25464,montaron,they mounted (completed past)
25465,mordidas,bitten (feminine plural)
25466,observas,you observe
25467,pervertida,perverted (feminine singular)
25468,racimo,bunch; cluster
25469,reacio,reluctant
25470,sirope,syrup
25471,sugerente,suggestive
