rank,lemma,original_lemma
25848,descansaba,descansar
25849,descargó,descargar
25850,engendrar,engendrar
25851,escalante,escalante
25852,estúpidamente,estúpidamente
25853,evito,evitar
25854,examiné,examinar
25855,exclamaciones,exclamación
25856,fecunda,fecundo
25857,hundía,hundir
25858,indicaban,indicar
25859,liberarnos,liberar
25860,lingüísticos,lingüístico
25861,lunática,lunático
25862,patronales,patronal
25863,polillas,polilla
25864,regalaste,regalar
25865,servirnos,servir
25866,seta,seta
25867,short,short
25868,sobremesa,sobremesa
25869,sobreviviría,sobrevivir
25870,tendidos,tendido
25871,vertiginoso,vertiginoso
25872,afligida,afligido
25873,agarres,agarre
25874,amenazaste,amenazar
25875,calmados,calmado
25876,chata,chata
25877,cogerán,coger
25878,compartidas,compartido
25879,culinario,culinario
25880,deficientes,deficiente
25881,despejados,despejado
25882,desprenden,desprender
25883,espino,espino
25884,gimnasta,gimnasta
25885,intencionado,intencionado
25886,jeta,jeta
25887,luchará,luchar
25888,malformaciones,malformación
25889,pezuñas,pezuña
25890,pomo,pomo
25891,retardo,retardo
25892,robusta,robusto
25893,sacudidas,sacudido
25894,samurái,samurái
25895,valet,valet
25896,amaría,amar
25897,combinadas,combinado
25898,conseguirse,conseguir
25899,embestida,embestida
25900,fauces,fauce
25901,neoliberalismo,neoliberalismo
25902,ordenamos,ordenar
25903,percibí,percibir
25904,pina,pina
25905,rebajado,rebajar
25906,referir,referir
25907,relajados,relajado
25908,robarnos,robar
25909,satisfechas,satisfecho
25910,agacha,agachar
25911,alimañas,alimaña
25912,ancestro,ancestro
25913,antígeno,antígeno
25914,archivar,archivar
25915,astrofísica,astrofísico
25916,averió,averiar
25917,barbados,barbado
25918,cuantitativa,cuantitativo
25919,descuidar,descuidar
25920,desmentir,desmentir
25921,enmarca,enmarcar
25922,extendidas,extendido
25923,flotantes,flotante
25924,frac,frac
25925,ganadera,ganadero
25926,hechiceros,hechicero
25927,hispánica,hispánico
25928,involuntaria,involuntario
25929,normativo,normativo
25930,prehistórico,prehistórico
25931,sabático,sabático
25932,sostenían,sostener
25933,tranquilizarte,tranquilizar
25934,tápate,tapar
25935,comparativo,comparativo
25936,esbozo,esbozo
25937,favoreciendo,favorecer
25938,germano,germano
25939,háganme,hacer
25940,indiscriminada,indiscriminado
25941,izquierdista,izquierdista
25942,liturgia,liturgia
25943,marlo,marlo
25944,monitorear,monitorear
25945,olí,oler
25946,patriarcal,patriarcal
25947,pomposo,pomposo
25948,químicamente,químicamente
25949,renovadores,renovador
25950,revisan,revisar
25951,temibles,temible
25952,vacilando,vacilar
25953,veterinarios,veterinario
25954,violadas,violado
25955,adivinó,adivinar
25956,coincidentes,coincidente
25957,confiscar,confiscar
25958,contratarte,contratar
25959,curiosidades,curiosidad
25960,desconocemos,desconocer
25961,edificar,edificar
25962,espuelas,espuela
25963,fisiológicos,fisiológico
25964,imprevistos,imprevisto
25965,magnifica,magnificar
25966,mestizaje,mestizaje
25967,olimpíadas,olimpíada
25968,orgías,orgía
25969,pasamontañas,pasamontaña
25970,positivismo,positivismo
25971,promiscuidad,promiscuidad
25972,protegería,proteger
25973,saludaba,saludar
25974,sedado,sedar
25975,templada,templado
25976,teólogos,teólogo
25977,utilizaremos,utilizar
25978,acordará,acordar
25979,aparecí,aparecer
25980,arriesgan,arriesgar
25981,axila,axila
25982,carniceros,carnicero
25983,desangrado,desangrar
25984,devolverán,devolver
25985,divorciamos,divorciar
25986,empeñados,empeñado
25987,floreciente,floreciente
25988,fusilar,fusilar
25989,impertinencia,impertinencia
25990,implícitamente,implícitamente
25991,impotentes,impotente
25992,impulsores,impulsor
25993,mercadillo,mercadillo
25994,mercantiles,mercantil
25995,nadan,nadar
25996,reaccionario,reaccionario
25997,teja,teja
25998,templarios,templario
25999,ágiles,ágil
26000,abstractos,abstracto
26001,acallar,acallar
26002,afiches,afiche
26003,afirmo,afirmar
26004,apestosos,apestoso
26005,aproximaciones,aproximación
26006,babosa,babosa
26007,blanqueo,blanqueo
26008,calidades,calidad
26009,claustrofobia,claustrofobia
26010,conseguidos,conseguido
26011,doblan,doblar
26012,déjales,dejar
26013,embrujadas,embrujado
26014,epifanía,epifanía
26015,expectante,expectante
26016,fechada,fechado
26017,haitianos,haitiano
26018,helando,helar
26019,infiltrados,infiltrado
26020,interrogaron,interrogar
26021,llamarles,llamar
26022,moretón,moretón
26023,netos,neto
26024,relojería,relojería
26025,sacrifica,sacrificar
26026,simbólicamente,simbólicamente
26027,bíceps,bíceps
26028,cruelmente,cruelmente
26029,curarla,curar
26030,descompone,descomponer
26031,enfriado,enfriar
26032,escalpelo,escalpelo
26033,gamberros,gamberro
26034,geométricas,geométrico
26035,inigualable,inigualable
26036,instintivo,instintivo
26037,interesarme,interesar
26038,limpiarme,limpiar
26039,longitudes,longitud
26040,metafísico,metafísico
26041,paradojas,paradoja
26042,percibimos,percibir
26043,pueblecito,pueblo
26044,quitaremos,quitar
26045,respondería,responder
26046,revelaba,revelar
26047,rosal,rosal
26048,sandeces,sandez
26049,sarcófago,sarcófago
26050,tinglado,tinglado
26051,tritón,tritón
26052,aplauden,aplaudir
26053,calentado,calentar
26054,caribeña,caribeño
26055,catecismo,catecismo
26056,falsificado,falsificado
26057,favoreció,favorecer
26058,fisiológicas,fisiológico
26059,gastados,gastado
26060,incitar,incitar
26061,inconstitucionalidad,inconstitucionalidad
26062,insecticida,insecticida
26063,insensatez,insensatez
26064,lanzaban,lanzar
26065,legionarios,legionario
26066,linfoma,linfoma
26067,maestre,maestre
26068,migrañas,migraña
26069,promulgación,promulgación
26070,quererla,querer
26071,reapareció,reaparecer
26072,recaudador,recaudador
26073,rodamos,rodar
26074,sinónimos,sinónimo
26075,venirse,venir
26076,acreedor,acreedor
26077,apoyarlo,apoyar
26078,ayudarlas,ayudar
26079,bautizó,bautizar
26080,cargarse,cargar
26081,concurrido,concurrido
26082,dependemos,depender
26083,esquimal,esquimal
26084,excluyente,excluyente
26085,faisán,faisán
26086,ganaban,ganar
26087,hebreos,hebreo
26088,jornaleros,jornalero
26089,negatividad,negatividad
26090,omitir,omitir
26091,payasadas,payasada
26092,perdoné,perdonar
26093,pincha,pincha
26094,recorrí,recorrer
26095,retorna,retornar
26096,sufridas,sufrido
26097,tácticos,táctico
26098,aborigen,aborigen
26099,agachado,agachado
26100,agarraba,agarrar
26101,alienación,alienación
26102,atrofia,atrofia
26103,bajarle,bajar
26104,bombardeado,bombardear
26105,cargaron,cargar
26106,desprestigio,desprestigio
26107,déjelos,dejar
26108,encerré,encerrar
26109,fluida,fluido
26110,genealógico,genealógico
26111,gigoló,gigoló
26112,impregnado,impregnar
26113,maleducada,maleducado
26114,modernismo,modernismo
26115,normativas,normativo
26116,parlantes,parlante
26117,profano,profano
26118,pálidos,pálido
26119,pólizas,póliza
26120,romaní,romaní
26121,salientes,saliente
26122,tumbó,tumbar
26123,accesibilidad,accesibilidad
26124,apena,apenar
26125,apreciaciones,apreciación
26126,calentito,calentito
26127,cataclismo,cataclismo
26128,cedo,cedo
26129,comezón,comezón
26130,contratarme,contratar
26131,divorciarme,divorciar
26132,elogió,elogiar
26133,frecuentar,frecuentar
26134,guia,guiar
26135,hastío,hastío
26136,ladillas,ladilla
26137,mico,mico
26138,policíaca,policíaco
26139,radioactivo,radiactivo
26140,resbalar,resbalar
26141,rodas,roda
26142,sálvate,salvar
26143,trágicas,trágico
26144,alejarlo,alejar
26145,amazona,amazona
26146,aplaudiendo,aplaudir
26147,basureros,basurero
26148,canibalismo,canibalismo
26149,cerraremos,cerrar
26150,chillidos,chillido
26151,comunales,comunal
26152,confesarlo,confesar
26153,delimitar,delimitar
26154,deprimidos,deprimido
26155,entrégate,entregar
26156,esclarecimiento,esclarecimiento
26157,escénicas,escénico
26158,escúchate,escuchar
26159,estornudo,estornudo
26160,exageras,exagerar
26161,inscribir,inscribir
26162,lija,lija
26163,lineales,lineal
26164,mantenerle,mantener
26165,mineras,minero
26166,ofendió,ofender
26167,poéticas,poético
26168,quinteto,quinteto
26169,rústica,rústico
26170,sangrientas,sangriento
26171,sicarios,sicario
26172,torturarme,torturar
26173,íntegra,íntegro
26174,actuarán,actuar
26175,acudirá,acudir
26176,cancelé,cancelar
26177,colgadas,colgado
26178,compensarlo,compensar
26179,concesionarios,concesionario
26180,cotilleos,cotilleo
26181,derrotarlo,derrotar
26182,dividirnos,dividir
26183,empeñada,empeñado
26184,estadunidenses,estadunidense
26185,impresoras,impresor
26186,infectó,infectar
26187,jurídicamente,jurídicamente
26188,lis,lis
26189,mandarla,mandar
26190,nogal,nogal
26191,opiáceos,opiáceo
26192,partícipe,partícipe
26193,pizarrón,pizarrón
26194,pragmatismo,pragmatismo
26195,radiales,radiar
26196,reemplazando,reemplazar
26197,reparó,reparar
26198,saturado,saturado
26199,sorprenderías,sorprender
26200,suplica,suplicar
26201,tapó,tapar
26202,tragando,tragar
26203,vagas,vago
26204,vestí,vestir
26205,vidriera,vidriero
26206,acostaré,acostar
26207,agro,agro
26208,almacenaje,almacenaje
26209,anclas,ancla
26210,carabina,carabina
26211,centrarme,centrar
26212,cerraban,cerrar
26213,contradecir,contradecir
26214,cuidarlos,cuidar
26215,descalificado,descalificar
26216,detalla,detallar
26217,dialéctico,dialéctico
26218,espantosas,espantoso
26219,extirpar,extirpar
26220,feriado,feriado
26221,insolación,insolación
26222,irrepetible,irrepetible
26223,lícito,lícito
26224,parisino,parisino
26225,predilecto,predilecto
26226,retoques,retoque
26227,significaban,significar
26228,simulador,simulador
26229,tomarlos,tomar
26230,veneración,veneración
26231,agradecí,agradecer
26232,arenque,arenque
26233,arraigo,arraigo
26234,calculan,calcular
26235,cavernícola,cavernícola
26236,criadero,criadero
26237,cubrí,cubrir
26238,cómicas,cómico
26239,determinaciones,determinación
26240,enfadará,enfadar
26241,escúchalo,escuchar
26242,estiró,estirar
26243,extrañarte,extrañar
26244,fotones,fotón
26245,homínidos,homínido
26246,impositiva,impositivo
26247,mimada,mimado
26248,pinceladas,pincelada
26249,presentaros,presentar
26250,repulsión,repulsión
26251,solvente,solvente
26252,tripulante,tripulante
26253,asistenciales,asistencial
26254,averiguas,averiguar
26255,calmas,calmo
26256,caracterizar,caracterizar
26257,concejala,concejal
26258,feminidad,feminidad
26259,importamos,importar
26260,ingerido,ingerir
26261,latía,latir
26262,mirábamos,mirar
26263,pestaña,pestaña
26264,pláticas,plática
26265,pomelo,pomelo
26266,puf,puf
26267,abandonarte,abandonar
26268,angustiosa,angustioso
26269,animan,animar
26270,asís,asir
26271,auténticamente,auténticamente
26272,aviadores,aviador
26273,balear,balear
26274,balonmano,balonmano
26275,bondadosa,bondadoso
26276,choqué,chocar
26277,distinguía,distinguir
26278,elegiré,elegir
26279,eliminaron,eliminar
26280,embarazosa,embarazoso
26281,estimulado,estimular
26282,evitas,evitar
26283,fundaron,fundar
26284,graduada,graduado
26285,manifestando,manifestar
26286,precisiones,precisión
26287,propició,propiciar
26288,tembloroso,tembloroso
26289,vestigio,vestigio
26290,vocalista,vocalista
26291,alegrarte,alegrar
26292,andaluzas,andaluz
26293,bebedores,bebedor
26294,cansadas,cansado
26295,clandestinamente,clandestinamente
26296,convertían,convertir
26297,exhibiciones,exhibición
26298,grifos,grifo
26299,imaginaciones,imaginación
26300,indeterminado,indeterminado
26301,inundó,inundar
26302,lanzaste,lanzar
26303,moradores,morador
26304,paralizó,paralizar
26305,pellizco,pellizco
26306,pincho,pincho
26307,rating,rating
26308,reafirma,reafirmar
26309,reconociste,reconocer
26310,varado,varado
26311,vertidos,vertido
26312,voladoras,volador
26313,acontecido,acontecer
26314,afganos,afgano
26315,alcanzaban,alcanzar
26316,angelical,angelical
26317,aterrizando,aterrizar
26318,avisando,avisar
26319,barítono,barítono
26320,búlgaro,búlgaro
26321,corazoncito,corazón
26322,corderito,cordero
26323,decisivamente,decisivamente
26324,diligente,diligente
26325,entregaremos,entregar
26326,escritorios,escritorio
26327,explicamos,explicar
26328,fijará,fijar
26329,intercambian,intercambiar
26330,jodieron,joder
26331,jugarlo,jugar
26332,mensajera,mensajero
26333,nutricionales,nutricional
26334,nítida,nítido
26335,obligo,obligar
26336,omnipresente,omnipresente
26337,paleontología,paleontología
26338,riberas,ribero
26339,venderán,vender
26340,zarpa,zarpa
26341,acomodado,acomodado
26342,apestar,apestar
26343,azotado,azotado
26344,cambiaria,cambiario
26345,conseguían,conseguir
26346,datan,datar
26347,figuración,figuración
26348,imaginativa,imaginativo
26349,inexplicablemente,inexplicablemente
26350,levantaría,levantar
26351,marcará,marcar
26352,meridiano,meridiano
26353,meza,mecer
26354,panceta,panceta
26355,peinados,peinado
26356,poniéndole,poner
26357,privatizar,privatizar
26358,rallo,rallo
26359,reservo,reservar
26360,resurgir,resurgir
26361,sabuesos,sabueso
26362,sobreviviendo,sobrevivir
26363,visas,visar
26364,arraigado,arraigado
26365,asumes,asumir
26366,buñuelos,buñuelo
26367,coherentes,coherente
26368,complementar,complementar
26369,comprometo,comprometer
26370,confirmará,confirmar
26371,construiré,construir
26372,contacté,contactar
26373,contestaron,contestar
26374,controlarlos,controlar
26375,coroneles,coronel
26376,cortador,cortador
26377,crearse,crear
26378,dilucidar,dilucidar
26379,donostiarra,donostiarra
26380,escogen,escoger
26381,estratagema,estratagema
26382,geológica,geológico
26383,guinda,guinda
26384,hidráulico,hidráulico
26385,hijastro,hijastro
26386,iluminaba,iluminar
26387,inconstitucional,inconstitucional
26388,inmovilizado,inmovilizar
26389,laceraciones,laceración
26390,modelado,modelado
26391,moderadas,moderado
26392,monárquico,monárquico
26393,plasmar,plasmar
26394,prepararle,preparar
26395,sumerge,sumergir
26396,tomos,tomo
26397,aberturas,abertura
26398,ansiosamente,ansiosamente
26399,cantaron,cantar
26400,captas,captar
26401,cometo,cometer
26402,confesando,confesar
26403,crucifixión,crucifixión
26404,desengaño,desengaño
26405,diseña,diseñar
26406,durarán,durar
26407,erudición,erudición
26408,golondrinas,golondrino
26409,gozando,gozar
26410,huevón,huevo
26411,interpuesto,interpuesto
26412,limpiaste,limpiar
26413,masoquista,masoquista
26414,rebosante,rebosante
26415,reelegido,reelegir
26416,reglamentario,reglamentario
26417,rozando,rozar
26418,abate,abatir
26419,albañiles,albañil
26420,apagamos,apagar
26421,arrepentimientos,arrepentimiento
26422,buhardilla,buhardilla
26423,echarlos,echar
26424,galeras,galera
26425,gemir,gemir
26426,incendiario,incendiario
26427,interesarte,interesar
26428,internados,internado
26429,lloraban,llorar
26430,luchaste,luchar
26431,meo,mear
26432,octavos,octavo
26433,paquistaní,pakistaní
26434,posando,posar
26435,presidía,presidir
26436,recrea,recrear
26437,repasado,repasar
26438,reviste,rever
26439,temerle,temer
26440,varillas,varilla
26441,verrugas,verruga
26442,abolir,abolir
26443,acabarían,acabar
26444,aleatorios,aleatorio
